age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded
,114.0,,,,,93994.0,,4857.0,5191.0,0.0,,,,1.0,0.0,0.0,1.0,,
58.0,36.0,,999.0,0.0,,94465.0,-41.8,,5228.1,,1.0,,,,2.0,,4.0,4.0,
35.0,,,,0.0,-0.1,93798.0,-40.4,4968.0,,0.0,,0.0,,,,,9.0,2.0,0.0
,765.0,1.0,999.0,1.0,,92893.0,,,5099.1,5.0,,,,,,1.0,,,1.0
,,5.0,,,-1.8,92893.0,,1299.0,,0.0,1.0,,1.0,,0.0,,,0.0,
26.0,77.0,,,0.0,-1.8,,,1354.0,5099.1,1.0,0.0,1.0,,0.0,0.0,,1.0,0.0,
,31.0,,,0.0,1.1,,,4857.0,,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,,
31.0,,1.0,999.0,2.0,,,-38.3,0.898,,3.0,,,,,,1.0,,0.0,
,,2.0,,,1.4,,-41.8,,5228.1,0.0,1.0,0.0,,1.0,,,4.0,,0.0
57.0,,4.0,999.0,0.0,,,-42.0,4191.0,,3.0,2.0,,1.0,0.0,0.0,,,,
,,,999.0,,,93444.0,,,,8.0,1.0,4.0,,0.0,,1.0,,,
34.0,,5.0,999.0,0.0,,93918.0,-42.7,4958.0,5228.1,3.0,0.0,1.0,,,0.0,,,,0.0
,,,999.0,,-1.8,92893.0,-46.2,,5099.1,,,5.0,,,0.0,,,,
,,2.0,,0.0,,,,,5191.0,,,2.0,,,0.0,,1.0,,0.0
,,,999.0,,1.4,,-42.7,4961.0,5228.1,5.0,0.0,,,1.0,,,,,
28.0,,17.0,999.0,0.0,,94465.0,,4959.0,,3.0,0.0,1.0,,,0.0,0.0,4.0,,
43.0,407.0,,,0.0,,,-36.4,,,2.0,,,,,2.0,0.0,,3.0,0.0
43.0,,7.0,,,,,,,,3.0,,,,,0.0,1.0,7.0,0.0,0.0
33.0,71.0,,,0.0,,92843.0,,,5099.1,1.0,,1.0,,,0.0,1.0,,1.0,
,,,999.0,,-1.8,,,1.25,5099.1,,,3.0,1.0,,,,,,0.0
,115.0,,,0.0,1.4,93918.0,-42.7,4957.0,,0.0,0.0,3.0,,,,1.0,0.0,4.0,0.0
31.0,,,,,1.4,,,4966.0,,6.0,0.0,1.0,1.0,0.0,,1.0,7.0,2.0,
,,,999.0,,,92893.0,-46.2,1.25,5099.1,3.0,,1.0,,,0.0,0.0,1.0,,
28.0,,,999.0,0.0,1.4,,-42.7,,5228.1,,0.0,,1.0,0.0,,,,1.0,
,680.0,,,1.0,,92893.0,,1259.0,5099.1,,0.0,,,,0.0,1.0,,,
,,1.0,3.0,2.0,,93369.0,,,5008.7,,0.0,,,,,0.0,,2.0,
,,,999.0,0.0,,,,,,0.0,,0.0,,1.0,0.0,1.0,,4.0,0.0
30.0,1109.0,11.0,,,,,,4962.0,5228.1,,,1.0,1.0,0.0,,,7.0,1.0,0.0
,115.0,1.0,,1.0,,92469.0,,1029.0,5076.2,4.0,0.0,3.0,1.0,,0.0,,0.0,,
,155.0,1.0,,,1.4,,-42.7,,,0.0,,,1.0,,0.0,,0.0,,0.0
,,3.0,999.0,,,,,4962.0,,3.0,,1.0,,0.0,,,0.0,3.0,0.0
,,,,,,,,,5099.1,4.0,0.0,1.0,,0.0,,,5.0,2.0,
,,,999.0,0.0,1.1,93994.0,,4857.0,5191.0,5.0,,3.0,1.0,1.0,,,1.0,3.0,
46.0,62.0,,999.0,,,,-47.1,1423.0,,1.0,1.0,4.0,,,,1.0,,,
37.0,,1.0,999.0,,1.1,,,,,10.0,1.0,,,0.0,,0.0,,3.0,0.0
56.0,173.0,4.0,999.0,,1.4,93918.0,,4963.0,5228.1,,,3.0,,,,1.0,0.0,3.0,
,,,,0.0,,92893.0,-46.2,1327.0,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
,,,999.0,,1.4,,-36.1,4968.0,,,1.0,3.0,,1.0,0.0,1.0,7.0,1.0,0.0
35.0,388.0,,,,,,-34.6,,5008.7,1.0,0.0,,,0.0,,1.0,,1.0,0.0
,,,999.0,,,93918.0,-42.7,,,0.0,,,,,,1.0,0.0,,
,81.0,,999.0,,1.4,,,,,1.0,1.0,,,,,,7.0,,
,260.0,,3.0,,,92469.0,-33.6,1085.0,5076.2,,,1.0,1.0,,1.0,1.0,0.0,3.0,
,,13.0,999.0,0.0,,,,,,,,,1.0,,,0.0,0.0,1.0,
45.0,,1.0,999.0,,-1.8,,,1405.0,,0.0,1.0,,,,,1.0,5.0,0.0,1.0
45.0,58.0,3.0,999.0,0.0,-2.9,,,,5076.2,,,1.0,,0.0,,,0.0,1.0,
,,,999.0,0.0,,,,,,,,2.0,,0.0,,1.0,1.0,0.0,
47.0,341.0,,,0.0,-1.8,92893.0,-46.2,1299.0,5099.1,0.0,,2.0,0.0,,1.0,,1.0,,
26.0,290.0,,999.0,0.0,,,-42.7,,,3.0,,1.0,1.0,,0.0,,0.0,1.0,0.0
55.0,134.0,,999.0,0.0,1.4,,-42.7,,,1.0,1.0,,1.0,1.0,0.0,,,1.0,
,,1.0,,,,,-31.4,,5076.2,8.0,,,1.0,,,,,3.0,
,138.0,1.0,999.0,0.0,,,-36.1,4.97,5228.1,,,,,,,1.0,,0.0,
,,,,,-1.7,94055.0,-39.8,0.715,4991.6,,0.0,,,0.0,,,,,2.0
32.0,245.0,2.0,999.0,0.0,,93994.0,-36.4,,5191.0,,2.0,3.0,1.0,,0.0,,,3.0,0.0
,,,,,1.4,93444.0,,,5228.1,,,4.0,,0.0,,,,4.0,
33.0,566.0,6.0,,0.0,1.4,93444.0,,,5228.1,1.0,,1.0,,0.0,,1.0,,,0.0
32.0,108.0,1.0,,0.0,,92963.0,-40.8,1266.0,,3.0,1.0,4.0,,,0.0,1.0,4.0,0.0,0.0
31.0,144.0,2.0,,0.0,,,,,,3.0,,4.0,,,,1.0,,1.0,
,,1.0,999.0,0.0,,,,,5099.1,0.0,,2.0,1.0,0.0,,1.0,1.0,,0.0
28.0,82.0,,,,1.4,93918.0,,,,0.0,,,1.0,1.0,0.0,1.0,,1.0,0.0
52.0,,1.0,999.0,,1.1,,,4855.0,,1.0,,1.0,,,0.0,,1.0,,
,,,,,,,-42.0,4021.0,,3.0,1.0,,0.0,,0.0,,2.0,,0.0
,,1.0,,,,92963.0,,1268.0,,,,1.0,,0.0,,1.0,,,0.0
,88.0,5.0,999.0,0.0,,93994.0,-36.4,4857.0,,,,1.0,,1.0,,0.0,,,
,,1.0,999.0,,-3.4,,,0.722,,1.0,,,1.0,1.0,,1.0,,,0.0
,,,,,,,-46.2,,,,,,,,0.0,1.0,1.0,3.0,1.0
,,1.0,,0.0,-1.8,92893.0,,1266.0,,5.0,1.0,1.0,1.0,0.0,,1.0,,2.0,0.0
45.0,,2.0,999.0,0.0,,,,4.86,,3.0,1.0,,,1.0,0.0,,1.0,1.0,0.0
,77.0,,,0.0,,93444.0,,,,2.0,1.0,,,0.0,,1.0,,3.0,0.0
,,,,0.0,1.1,,,,5191.0,2.0,,1.0,1.0,1.0,1.0,0.0,1.0,2.0,
23.0,,,,1.0,,94199.0,-37.5,0.879,,1.0,,1.0,1.0,,,1.0,,,1.0
30.0,,,999.0,0.0,,93918.0,,,5228.1,,0.0,,,0.0,0.0,,,4.0,0.0
,,,999.0,,1.4,93444.0,,4963.0,,8.0,1.0,1.0,1.0,,0.0,1.0,7.0,2.0,
51.0,,,,0.0,,,,,,0.0,1.0,6.0,0.0,0.0,,,1.0,,0.0
37.0,,2.0,999.0,,,93.2,,,5195.8,,1.0,1.0,,,1.0,,2.0,2.0,
,229.0,,,,-1.8,93075.0,-47.1,,5099.1,0.0,1.0,6.0,1.0,1.0,1.0,,,4.0,0.0
30.0,155.0,,,,,93.2,,,5195.8,10.0,1.0,,1.0,,1.0,,2.0,2.0,0.0
,,,999.0,,,,,,5228.1,,2.0,1.0,0.0,1.0,,,,4.0,
57.0,412.0,1.0,,0.0,1.1,,-36.4,4856.0,,3.0,,0.0,1.0,0.0,0.0,0.0,1.0,2.0,
,884.0,1.0,999.0,,-1.8,,-47.1,,5099.1,8.0,,,,,0.0,,5.0,1.0,1.0
31.0,385.0,7.0,999.0,,,,-36.4,,,,1.0,,1.0,,,0.0,1.0,4.0,0.0
,180.0,2.0,,0.0,,,,1799.0,,,1.0,0.0,1.0,1.0,,,,2.0,0.0
,,,999.0,,-0.1,93.2,,4076.0,5195.8,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
31.0,,2.0,999.0,0.0,,93918.0,,,5228.1,0.0,1.0,,,,0.0,1.0,0.0,3.0,
57.0,106.0,2.0,,0.0,,93918.0,,4961.0,5228.1,0.0,1.0,0.0,1.0,,0.0,,0.0,2.0,
20.0,,15.0,,0.0,1.4,93918.0,-42.7,4961.0,,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,
,,,,0.0,,93994.0,,4857.0,5191.0,0.0,,,1.0,1.0,,,,0.0,
,,1.0,,0.0,-1.8,92893.0,,1259.0,,3.0,1.0,1.0,1.0,0.0,,1.0,1.0,,0.0
,,3.0,,,1.1,93994.0,,,,,,,,,,0.0,1.0,1.0,
,,,999.0,0.0,-2.9,,,,,,,,,,0.0,1.0,,2.0,0.0
43.0,,5.0,,0.0,1.4,94465.0,,,5228.1,5.0,1.0,,1.0,,,0.0,,3.0,0.0
38.0,,,,,-1.8,92893.0,-46.2,1281.0,,,1.0,,,0.0,,1.0,,3.0,
,,,,,,94465.0,,4866.0,,7.0,,2.0,0.0,,,0.0,,1.0,
,,1.0,999.0,0.0,-1.8,92893.0,-46.2,1264.0,,0.0,,,,,0.0,,1.0,,0.0
,106.0,1.0,,1.0,-0.1,,,4.12,,,0.0,,,1.0,0.0,1.0,,3.0,
,,,,0.0,-1.8,,-46.2,1299.0,,,2.0,6.0,,,0.0,1.0,,0.0,0.0
49.0,,3.0,,,,93918.0,-42.7,,5228.1,0.0,,,,,0.0,1.0,,2.0,0.0
,,1.0,999.0,0.0,1.4,,,4961.0,5228.1,5.0,,3.0,0.0,1.0,0.0,0.0,,0.0,
28.0,,,,,1.4,,-42.7,4963.0,5228.1,,,4.0,1.0,1.0,,1.0,0.0,4.0,
,,,,,-1.8,92893.0,-46.2,,,,,,,0.0,,1.0,,0.0,
,,1.0,999.0,0.0,,93.2,,4153.0,5195.8,,2.0,,1.0,,,1.0,2.0,,0.0
52.0,,5.0,,,,93918.0,-42.7,4962.0,5228.1,9.0,,0.0,,,0.0,,0.0,,0.0
34.0,,2.0,999.0,0.0,,,-31.4,0.883,5076.2,1.0,2.0,1.0,1.0,,,1.0,,2.0,0.0
,158.0,,999.0,,,,,,5228.1,,,4.0,1.0,,,,,,0.0
28.0,42.0,,,,-1.8,,-46.2,1266.0,5099.1,4.0,0.0,,1.0,,,1.0,,,0.0
29.0,468.0,2.0,999.0,,-1.8,92893.0,-46.2,,5099.1,2.0,,,1.0,,,,1.0,,1.0
,835.0,,,0.0,,,,4153.0,5195.8,,0.0,,1.0,,,1.0,,,
29.0,120.0,1.0,,,1.4,94465.0,,4961.0,5228.1,1.0,1.0,,,,,,4.0,,
,166.0,3.0,,,1.1,,,4858.0,5191.0,,1.0,,,1.0,,,,,0.0
,288.0,,999.0,0.0,,93994.0,,4864.0,,,1.0,,1.0,,,,,4.0,0.0
,,,3.0,,-2.9,,-40.8,,,1.0,,1.0,1.0,,,1.0,,,
,41.0,,,,,93444.0,,4964.0,,,1.0,,,,,,,1.0,0.0
,712.0,1.0,,,-1.8,,,1405.0,5099.1,,,,0.0,,0.0,,,,0.0
,428.0,,999.0,,,94465.0,,4866.0,5228.1,,1.0,3.0,1.0,,,,4.0,,
26.0,,3.0,999.0,0.0,,,-42.7,4957.0,,5.0,,,0.0,0.0,,1.0,,,0.0
,,2.0,999.0,,1.4,,-41.8,,,3.0,,,,,0.0,,,,0.0
,362.0,1.0,,,1.1,93994.0,,,5191.0,,,1.0,0.0,2.0,,0.0,1.0,,0.0
64.0,67.0,,999.0,,-1.8,,,,,7.0,1.0,,,,,1.0,5.0,,0.0
32.0,,,,1.0,,92893.0,-46.2,1281.0,5099.1,5.0,,,1.0,,2.0,,,3.0,1.0
50.0,,,999.0,,,93.2,-42.0,4191.0,,0.0,1.0,,1.0,0.0,0.0,,2.0,,0.0
32.0,,,999.0,,-0.1,,,,,,0.0,,1.0,1.0,0.0,1.0,,,
,184.0,,999.0,0.0,,93.2,,,,,,0.0,,,0.0,1.0,2.0,,
43.0,,1.0,999.0,0.0,,,-36.4,,5191.0,,1.0,,1.0,,0.0,,,,0.0
44.0,109.0,4.0,,,1.4,94465.0,-41.8,4959.0,5228.1,,1.0,0.0,,1.0,,,,,
36.0,,,,1.0,,,-47.1,,5099.1,,1.0,,1.0,0.0,,1.0,,,
,,,,0.0,,,-42.0,4.12,,,1.0,,1.0,,1.0,,2.0,,
32.0,,,,,,,-42.7,,5228.1,,0.0,0.0,,0.0,,1.0,,1.0,0.0
25.0,,1.0,,,-2.9,,,1044.0,5076.2,4.0,0.0,5.0,0.0,0.0,0.0,1.0,,,
24.0,,,,,,94465.0,,4959.0,,,0.0,,1.0,,,,,4.0,
,,,,,,,-36.4,4855.0,5191.0,0.0,,,,0.0,0.0,0.0,,,
34.0,,1.0,,,,92963.0,-40.8,1266.0,,1.0,,,,,0.0,1.0,,0.0,
50.0,,2.0,,,,,-36.1,,5228.1,,,,,,0.0,1.0,,,0.0
30.0,,,999.0,0.0,1.4,,-36.1,,5228.1,1.0,,,1.0,0.0,0.0,1.0,7.0,,
33.0,97.0,1.0,,0.0,1.1,93994.0,,,,0.0,,0.0,0.0,,,,,,0.0
,,9.0,,0.0,,,-42.7,4962.0,5228.1,11.0,3.0,,,0.0,1.0,,,0.0,0.0
34.0,,,999.0,0.0,,,-36.4,4856.0,,,1.0,,1.0,,,,1.0,,
,,,,,,,,0.884,,4.0,0.0,3.0,1.0,0.0,,,7.0,2.0,0.0
,113.0,,,1.0,-1.8,,,,,,1.0,,,0.0,1.0,,3.0,2.0,1.0
,114.0,5.0,999.0,,,,,4962.0,,2.0,,,,,1.0,1.0,0.0,4.0,0.0
39.0,,2.0,999.0,,-0.1,,-42.0,4153.0,,8.0,1.0,,1.0,0.0,0.0,,,2.0,0.0
,,1.0,,0.0,1.4,,,4959.0,,,0.0,3.0,,,0.0,,,3.0,
39.0,,11.0,,,,,-36.4,,,,2.0,,,,2.0,0.0,,0.0,0.0
,,4.0,999.0,,,,-36.4,,,,0.0,,1.0,,0.0,,,,0.0
57.0,369.0,1.0,,,1.4,,-42.7,4961.0,,0.0,1.0,2.0,0.0,1.0,,,,,
41.0,338.0,,,1.0,,93876.0,-40.0,,5008.7,,,1.0,1.0,0.0,,,,,1.0
44.0,103.0,,999.0,0.0,1.4,94465.0,-41.8,,,,1.0,0.0,,0.0,,0.0,,,
48.0,174.0,1.0,999.0,0.0,1.4,93444.0,,4965.0,,,,,,0.0,,1.0,7.0,,
,,1.0,,,-1.8,,,1327.0,5099.1,0.0,,0.0,,1.0,0.0,1.0,,1.0,
,,,999.0,0.0,1.4,93444.0,-36.1,4963.0,5228.1,5.0,1.0,,1.0,,0.0,1.0,7.0,,
,,,,,,,,4963.0,5228.1,,,,1.0,1.0,,,,2.0,0.0
38.0,,1.0,,0.0,1.4,94465.0,,4864.0,5228.1,3.0,0.0,,,0.0,0.0,,4.0,2.0,0.0
36.0,500.0,,,,1.4,93918.0,-42.7,,5228.1,,1.0,,,,,,,,
38.0,,,,,,93994.0,-36.4,,,,,,1.0,,,0.0,,,0.0
31.0,160.0,,,1.0,,,-46.2,,5099.1,,,,,,,1.0,,2.0,
48.0,17.0,,999.0,0.0,,,-36.4,4859.0,,5.0,1.0,3.0,,1.0,,,,3.0,0.0
60.0,332.0,,,0.0,,93444.0,-36.1,4964.0,,7.0,,,1.0,1.0,,1.0,7.0,,0.0
,118.0,1.0,,,1.4,,-42.7,,,,,,0.0,,1.0,1.0,,,0.0
,,,,0.0,,,,,5228.1,2.0,,,,0.0,,0.0,,,0.0
,1112.0,,999.0,0.0,,92201.0,,0.829,,,,1.0,,0.0,,,7.0,,
,,,,,,,-47.1,,5099.1,5.0,1.0,3.0,1.0,,0.0,,5.0,0.0,1.0
,,2.0,,,,,,4963.0,5228.1,3.0,1.0,4.0,,0.0,,1.0,,4.0,
56.0,167.0,,,,1.4,,,4962.0,5228.1,5.0,,3.0,1.0,,,1.0,,,0.0
,,1.0,999.0,,,92893.0,-46.2,1334.0,,,,1.0,,2.0,2.0,1.0,,3.0,0.0
35.0,690.0,,999.0,,-0.1,93.2,,4191.0,,,,1.0,,0.0,,,,0.0,0.0
48.0,185.0,2.0,999.0,0.0,1.4,,-41.8,,,3.0,1.0,,1.0,1.0,0.0,,,0.0,
,,,999.0,0.0,1.4,,-42.7,,5228.1,,0.0,,1.0,,,,,,0.0
24.0,97.0,,999.0,,,,,1405.0,,1.0,0.0,4.0,,,,1.0,,0.0,
,273.0,,999.0,0.0,1.4,,,,,,2.0,3.0,1.0,,,,4.0,,
46.0,,,999.0,0.0,,93918.0,-42.7,4957.0,,,,,1.0,1.0,,,0.0,4.0,0.0
,149.0,,999.0,,,94199.0,-37.5,,4963.6,,,1.0,,1.0,,,,3.0,1.0
40.0,20.0,18.0,999.0,,,94465.0,-41.8,,,,,,1.0,,,,,4.0,0.0
44.0,115.0,,,,,93.2,,,,7.0,,,1.0,,0.0,,,,1.0
,573.0,1.0,999.0,,,94465.0,,4961.0,5228.1,0.0,,2.0,,,,,,1.0,
41.0,,,3.0,1.0,,,-30.1,,,1.0,,1.0,,0.0,0.0,1.0,,2.0,2.0
,,1.0,999.0,0.0,,93444.0,-36.1,4963.0,5228.1,,2.0,,,,1.0,,7.0,2.0,0.0
55.0,88.0,,,0.0,1.4,93444.0,-36.1,,,7.0,1.0,3.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0
53.0,91.0,,,0.0,1.4,,-36.1,,,,,1.0,1.0,,2.0,1.0,,4.0,
,150.0,1.0,,0.0,-0.1,,,,,,2.0,1.0,1.0,,0.0,1.0,,2.0,
26.0,523.0,1.0,,0.0,,93994.0,-36.4,4857.0,,3.0,1.0,1.0,1.0,,,,1.0,,
,,1.0,999.0,,,93075.0,-47.1,1405.0,,0.0,,6.0,1.0,0.0,0.0,1.0,5.0,,
,44.0,1.0,,0.0,,,,,5228.1,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
,,,,0.0,1.4,,-36.1,,,2.0,,,0.0,,,0.0,7.0,,
26.0,,2.0,,,,93918.0,-42.7,4961.0,5228.1,8.0,1.0,,1.0,0.0,0.0,,0.0,,0.0
,,2.0,999.0,0.0,,,,4964.0,5228.1,,,4.0,1.0,0.0,0.0,1.0,,,
,67.0,,999.0,0.0,,,,4153.0,5195.8,1.0,1.0,,0.0,1.0,0.0,,,2.0,0.0
,355.0,1.0,,0.0,1.4,94465.0,,4962.0,,,,,1.0,0.0,0.0,0.0,4.0,,0.0
,293.0,,999.0,,,93918.0,,,5228.1,1.0,,,1.0,,0.0,1.0,,,
61.0,425.0,1.0,6.0,,-1.7,,,0.903,,,1.0,,,,,0.0,,,2.0
,388.0,,,0.0,1.4,94465.0,,,5228.1,0.0,1.0,,1.0,1.0,0.0,0.0,4.0,0.0,0.0
,701.0,,5.0,,,93075.0,,1365.0,5099.1,3.0,,1.0,,,,,5.0,,2.0
50.0,511.0,,,,1.4,,-42.7,,5228.1,,,2.0,0.0,,,,,,0.0
,,9.0,999.0,0.0,1.4,,-36.1,,,6.0,,6.0,1.0,,0.0,,,0.0,
,,1.0,,0.0,-2.9,92963.0,,,5076.2,3.0,1.0,,,,1.0,,,2.0,
46.0,127.0,,,1.0,,,-46.2,1327.0,5099.1,0.0,1.0,2.0,,,,,1.0,1.0,1.0
,146.0,,6.0,,-1.7,94215.0,,0.876,,,0.0,,1.0,1.0,,1.0,0.0,2.0,
42.0,,,,0.0,1.4,94465.0,-41.8,4961.0,,2.0,,,1.0,0.0,,,4.0,,
,188.0,,999.0,0.0,1.1,93994.0,-36.4,,,0.0,,0.0,0.0,,,0.0,,,
,549.0,2.0,11.0,,-1.1,94601.0,-49.5,1025.0,,6.0,,,1.0,1.0,0.0,1.0,9.0,1.0,
37.0,,1.0,,,-2.9,,-31.4,,5076.2,1.0,1.0,1.0,,1.0,0.0,,,,0.0
31.0,,3.0,999.0,0.0,1.4,,,,5228.1,,0.0,,1.0,0.0,1.0,1.0,,,0.0
,1344.0,,999.0,0.0,1.4,,,,,1.0,,,,0.0,,1.0,,2.0,0.0
,,2.0,,0.0,,,,4855.0,5191.0,9.0,,2.0,1.0,,,0.0,,,
,880.0,,999.0,,1.4,93918.0,-42.7,,5228.1,,,,1.0,1.0,,1.0,0.0,1.0,0.0
45.0,,1.0,,0.0,,92201.0,,,,,0.0,1.0,,1.0,,,7.0,1.0,0.0
,27.0,10.0,999.0,0.0,-1.8,,-46.2,1244.0,5099.1,1.0,1.0,3.0,,,,0.0,1.0,,
,138.0,,,,,92893.0,,1.27,,,0.0,,,0.0,0.0,1.0,,,
,926.0,2.0,,0.0,,93444.0,,4966.0,5228.1,,,4.0,0.0,1.0,,1.0,7.0,,
60.0,259.0,,999.0,,1.4,93444.0,-36.1,4962.0,5228.1,,1.0,0.0,,,,,,1.0,
,,,,0.0,1.4,94465.0,-41.8,4865.0,,,,2.0,,,1.0,0.0,4.0,0.0,
,439.0,1.0,,0.0,-1.8,,-46.2,1291.0,5099.1,,1.0,,,,,1.0,,,0.0
,,4.0,,0.0,,93918.0,,4961.0,,,1.0,6.0,,,,1.0,,2.0,0.0
30.0,343.0,,4.0,2.0,-3.0,92713.0,-33.0,,,,0.0,,1.0,,0.0,,8.0,,
23.0,68.0,2.0,,1.0,-1.8,92893.0,-46.2,1.25,,,0.0,5.0,,,0.0,1.0,,4.0,1.0
43.0,,,999.0,,-1.8,,,1.25,5099.1,,1.0,4.0,1.0,,0.0,1.0,,,1.0
30.0,,,,,,93444.0,-36.1,,5228.1,,,,0.0,,,1.0,7.0,1.0,
25.0,77.0,2.0,999.0,0.0,1.4,94465.0,,4961.0,5228.1,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0
32.0,236.0,3.0,,0.0,,,-50.8,,,1.0,1.0,1.0,1.0,0.0,,,2.0,,0.0
30.0,,1.0,999.0,0.0,,,-36.1,4968.0,,3.0,,1.0,,0.0,0.0,,,,
30.0,,,,1.0,-1.8,92893.0,,,,,0.0,3.0,,1.0,,1.0,,3.0,1.0
40.0,,1.0,,,,,-36.4,,5191.0,,,5.0,1.0,0.0,,0.0,,,0.0
43.0,8.0,12.0,,,1.4,,-41.8,,,,1.0,2.0,,,,0.0,4.0,,
54.0,78.0,,999.0,0.0,-0.1,93.2,-42.0,,,,,,,,0.0,1.0,,0.0,
,111.0,,999.0,0.0,,,-41.8,,5228.1,1.0,,,1.0,,,0.0,,,
45.0,300.0,1.0,999.0,,-1.8,,,,5099.1,,,1.0,,,1.0,,1.0,,0.0
,,,,,,,,,,0.0,,6.0,,,0.0,1.0,7.0,,0.0
,160.0,1.0,999.0,0.0,-1.8,,-46.2,1266.0,5099.1,,1.0,3.0,1.0,,,1.0,1.0,1.0,
,,1.0,999.0,0.0,,93.2,,,5195.8,,2.0,,,,0.0,,,2.0,0.0
41.0,424.0,2.0,999.0,0.0,,94465.0,,4865.0,5228.1,0.0,1.0,5.0,,1.0,0.0,,,,0.0
31.0,,1.0,999.0,0.0,,,,1266.0,5099.1,0.0,1.0,0.0,1.0,1.0,,,1.0,1.0,0.0
34.0,216.0,2.0,,,1.1,,-36.4,4856.0,5191.0,,,6.0,,,,,1.0,,
,1871.0,4.0,,,,,,,5099.1,,,,1.0,,,1.0,,4.0,0.0
60.0,11.0,8.0,,,,,,,5228.1,,1.0,1.0,,0.0,0.0,,7.0,2.0,0.0
,6.0,,,0.0,1.4,,,,5228.1,1.0,1.0,1.0,,,,,,4.0,
45.0,275.0,,,,-0.1,,,,,,1.0,1.0,1.0,0.0,0.0,,2.0,0.0,0.0
,39.0,4.0,999.0,1.0,-0.1,,,,5195.8,5.0,,2.0,,,0.0,1.0,2.0,4.0,1.0
60.0,,2.0,999.0,,,,-36.4,,,,,4.0,,,,0.0,,0.0,
,652.0,2.0,,0.0,,93994.0,-36.4,4864.0,,,,,,,0.0,0.0,1.0,,0.0
42.0,33.0,2.0,,,,,,,,3.0,,,,,0.0,1.0,,0.0,0.0
,416.0,,,,-1.8,,,1405.0,5099.1,,0.0,3.0,,,0.0,,5.0,3.0,0.0
,131.0,,999.0,1.0,,93.2,,,,3.0,,1.0,,,0.0,,2.0,2.0,1.0
,,,,0.0,,,,,,,,,1.0,0.0,,1.0,,,
,392.0,,,,1.4,,-42.7,4962.0,,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0
,,,999.0,0.0,1.4,,-36.1,4966.0,5228.1,,,,,,1.0,,,,
29.0,,2.0,999.0,0.0,,,-36.4,,,,0.0,,1.0,,0.0,,,,0.0
49.0,23.0,,,0.0,,,-41.8,4961.0,5228.1,1.0,2.0,,1.0,,2.0,,,2.0,0.0
46.0,86.0,,999.0,,1.1,,-36.4,,,6.0,,,,1.0,,,,,0.0
26.0,,,,,-1.8,,-46.2,,,,1.0,,1.0,,,,1.0,,
,173.0,,999.0,0.0,,,-36.4,,5191.0,,,6.0,0.0,0.0,,0.0,1.0,1.0,
38.0,,,,0.0,,,-42.0,,5195.8,,,,1.0,0.0,0.0,,2.0,,
24.0,,,,,1.4,,-42.7,,5228.1,1.0,,,,,,,0.0,,0.0
,,,,,,94465.0,-41.8,4959.0,,,1.0,,1.0,,,0.0,,,
38.0,,,999.0,0.0,,94465.0,,4967.0,5228.1,,1.0,,,,1.0,0.0,4.0,4.0,0.0
,,,,0.0,,93994.0,,,,,,2.0,,,0.0,,1.0,,
,,,999.0,0.0,1.4,,-42.7,4963.0,,,0.0,,,,0.0,1.0,0.0,,0.0
49.0,,,,0.0,-1.8,,,1365.0,5099.1,3.0,,,1.0,1.0,0.0,1.0,5.0,1.0,
,140.0,,,0.0,,,,4153.0,5195.8,5.0,,1.0,1.0,0.0,0.0,,,,0.0
,,1.0,,,-0.1,93.2,-42.0,,,,2.0,0.0,,,0.0,,,2.0,
36.0,114.0,,999.0,0.0,,,-36.4,,,0.0,1.0,,0.0,,,0.0,1.0,,0.0
37.0,313.0,1.0,999.0,,-0.1,,-40.4,,,1.0,,3.0,,0.0,0.0,,9.0,3.0,0.0
43.0,,,,,-1.8,92893.0,-46.2,,5099.1,0.0,,,,,2.0,,,2.0,0.0
35.0,203.0,,,0.0,1.4,93918.0,-42.7,,,1.0,2.0,1.0,,1.0,,,,,
,,2.0,999.0,,-0.1,93.2,,,,,,2.0,,1.0,,1.0,,,0.0
58.0,,1.0,,,1.4,94465.0,-41.8,4866.0,5228.1,,1.0,,,0.0,0.0,0.0,,1.0,
,145.0,,999.0,0.0,1.1,,-36.4,4859.0,5191.0,9.0,,3.0,1.0,,0.0,,1.0,,0.0
26.0,184.0,,,,1.4,,,,5228.1,0.0,,0.0,1.0,0.0,0.0,0.0,,,
,,17.0,999.0,0.0,,93918.0,,,,7.0,,,0.0,0.0,1.0,,,,
,163.0,2.0,,,-0.1,93.2,,,,,1.0,3.0,1.0,,,,,,
50.0,,2.0,999.0,0.0,-3.4,92379.0,-29.8,0.803,5017.5,,,,,,,,,,0.0
,122.0,,999.0,0.0,,93918.0,-42.7,,,,,,0.0,,,0.0,,2.0,0.0
