age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded,y
38.0,95.0,,,0.0,,,-42.7,,5228.1,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,no
24.0,,2.0,,0.0,1.4,94465.0,-41.8,,5228.1,3.0,,4.0,,,,,4.0,,,no
,275.0,2.0,999.0,,1.1,93994.0,-36.4,,,,,,1.0,,0.0,,,4.0,,no
29.0,67.0,11.0,999.0,0.0,,,-42.7,,,,0.0,3.0,,,1.0,1.0,0.0,4.0,,no
,,,,,-2.9,,,0.869,,,1.0,1.0,1.0,,,,7.0,4.0,2.0,yes
,,2.0,999.0,0.0,,,-41.8,,,3.0,2.0,,0.0,0.0,0.0,,,,0.0,no
39.0,640.0,,,1.0,,,-42.0,,,,,0.0,,0.0,0.0,1.0,2.0,,1.0,no
43.0,87.0,,999.0,,-1.8,93075.0,-47.1,1405.0,,2.0,1.0,,,,0.0,1.0,,,1.0,no
,,,,0.0,,93918.0,-42.7,4962.0,,,,,,0.0,0.0,1.0,,,0.0,no
34.0,,,,0.0,-1.8,93075.0,,,,0.0,0.0,0.0,,1.0,,,5.0,3.0,,no
48.0,,1.0,,,1.4,93918.0,-42.7,,5228.1,,,,0.0,1.0,0.0,,,4.0,,no
41.0,,1.0,999.0,,-1.8,93075.0,-47.1,,5099.1,0.0,,,,1.0,1.0,,,4.0,1.0,no
,149.0,1.0,999.0,0.0,,93994.0,,,,3.0,,,,,,0.0,1.0,3.0,,no
34.0,,,999.0,0.0,,94055.0,-39.8,0.754,4991.6,,0.0,,,,,1.0,4.0,0.0,,yes
54.0,1171.0,,,,1.1,93994.0,-36.4,4857.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,4.0,,no
29.0,509.0,,,0.0,1.4,93918.0,,4958.0,,10.0,1.0,,1.0,1.0,,1.0,,,,no
39.0,77.0,2.0,999.0,,1.4,,,4961.0,,5.0,,,,,0.0,,,,0.0,no
39.0,,1.0,,0.0,1.1,93994.0,-36.4,,,,0.0,,,,,,,,0.0,no
,66.0,,,,,92893.0,-46.2,1281.0,,3.0,1.0,,,0.0,0.0,,,3.0,1.0,no
52.0,,,,,-1.8,93075.0,,1405.0,,9.0,2.0,1.0,0.0,,0.0,,5.0,,,no
37.0,,,,0.0,1.4,,,,5228.1,3.0,,4.0,1.0,,0.0,,,2.0,0.0,no
39.0,,,999.0,1.0,-1.8,92893.0,-46.2,1334.0,5099.1,0.0,1.0,6.0,,,0.0,,1.0,3.0,1.0,no
,552.0,3.0,,,,,-36.4,,5191.0,5.0,,,,,0.0,,,,0.0,yes
32.0,,,,0.0,,,-36.4,,5191.0,,1.0,,,0.0,1.0,0.0,,,0.0,no
53.0,,,999.0,,,,-41.8,,5228.1,0.0,1.0,,1.0,,0.0,0.0,4.0,,,no
,,1.0,999.0,1.0,,,-47.1,1405.0,,,0.0,,1.0,,0.0,1.0,,0.0,1.0,yes
,,,,,,,,4967.0,5228.1,0.0,,2.0,,,,,,,,no
30.0,176.0,1.0,,,1.4,93444.0,-36.1,4965.0,,3.0,1.0,,1.0,,0.0,,7.0,3.0,0.0,no
30.0,,,999.0,,,93918.0,,,5228.1,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,no
,155.0,,999.0,,1.4,93918.0,,,5228.1,,2.0,,1.0,,,1.0,,,0.0,no
,184.0,2.0,,,,93.2,-42.0,,,1.0,,,,0.0,,,2.0,,0.0,no
,157.0,5.0,999.0,,,93994.0,,4.86,5191.0,,1.0,,0.0,,,0.0,1.0,,0.0,no
,610.0,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,,,,yes
,128.0,,,0.0,,93994.0,-36.4,4.86,5191.0,,,6.0,1.0,,,,1.0,,,no
,,1.0,,,,,,,5228.1,,,,1.0,0.0,0.0,1.0,0.0,1.0,,no
49.0,,,999.0,0.0,,93444.0,-36.1,,5228.1,1.0,1.0,,,,,1.0,,0.0,,no
29.0,145.0,,999.0,1.0,,92893.0,-46.2,,5099.1,0.0,,3.0,1.0,0.0,,,,,1.0,no
35.0,584.0,,,,,,,,5228.1,0.0,1.0,4.0,1.0,,,1.0,0.0,,0.0,no
,,1.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,,1.0,3.0,,1.0,1.0,0.0,1.0,0.0,,no
30.0,,,0.0,,,,,,4991.6,1.0,0.0,1.0,,0.0,0.0,1.0,,,2.0,yes
,30.0,2.0,999.0,,,93994.0,-36.4,4857.0,,0.0,2.0,2.0,,1.0,0.0,,,,0.0,no
,796.0,1.0,999.0,,,,-33.0,0.709,5023.5,,0.0,1.0,,,0.0,0.0,8.0,0.0,0.0,no
31.0,359.0,2.0,,0.0,1.1,93994.0,,4.86,5191.0,1.0,,,1.0,0.0,0.0,0.0,,,,no
,,,999.0,0.0,-1.8,92893.0,,1344.0,5099.1,9.0,2.0,,,0.0,,,,,0.0,no
,245.0,4.0,,,,,-42.0,4.12,5195.8,0.0,0.0,0.0,1.0,,2.0,,,3.0,,no
,1030.0,3.0,,0.0,,,,1405.0,,,,0.0,1.0,,,1.0,5.0,0.0,0.0,yes
42.0,,,,,1.1,93994.0,-36.4,,5191.0,2.0,2.0,1.0,1.0,0.0,,,1.0,,,no
,442.0,,999.0,0.0,,94767.0,,1028.0,4963.6,,,,,1.0,0.0,,2.0,,,yes
52.0,,3.0,999.0,0.0,,93444.0,-36.1,4968.0,,,1.0,,1.0,0.0,0.0,,,1.0,0.0,no
33.0,,1.0,999.0,0.0,1.4,,,,5228.1,,,,,0.0,,,7.0,,,no
35.0,66.0,,999.0,,,,-36.4,4858.0,5191.0,1.0,,,,,1.0,0.0,,0.0,,no
,157.0,,,0.0,-1.8,92893.0,,1354.0,,,,,,0.0,,0.0,1.0,0.0,,no
,275.0,2.0,,0.0,-1.8,92893.0,-46.2,1327.0,5099.1,,,3.0,,0.0,1.0,1.0,1.0,1.0,,no
,94.0,,,,1.1,,-36.4,4855.0,,1.0,,3.0,1.0,1.0,0.0,,1.0,1.0,0.0,no
,,,999.0,0.0,1.4,93918.0,,,5228.1,,0.0,,,,,,0.0,2.0,0.0,no
30.0,,2.0,,,,,-42.0,,5195.8,,,1.0,,,1.0,1.0,2.0,,1.0,no
29.0,368.0,,999.0,,,93444.0,,,5228.1,1.0,0.0,1.0,1.0,,,1.0,7.0,,,no
41.0,528.0,3.0,,,-1.8,,-47.1,,,,,4.0,1.0,0.0,,1.0,5.0,,,no
34.0,,1.0,,,1.4,94465.0,,,,,0.0,3.0,1.0,,1.0,0.0,4.0,0.0,0.0,no
41.0,,7.0,999.0,,1.4,,-41.8,,,,,,,0.0,0.0,,4.0,,0.0,no
35.0,618.0,,,0.0,1.4,94465.0,,,,4.0,,1.0,0.0,1.0,,0.0,,1.0,,yes
66.0,,,999.0,,,93075.0,-47.1,1365.0,5099.1,,,2.0,1.0,,0.0,0.0,,,,no
,,9.0,999.0,,1.1,,,,,,,,1.0,0.0,,,1.0,,,no
31.0,953.0,1.0,999.0,0.0,1.4,94465.0,,4864.0,,5.0,0.0,,1.0,,,0.0,,2.0,0.0,no
,,,999.0,0.0,1.4,,-36.1,4966.0,5228.1,,1.0,4.0,,0.0,0.0,1.0,7.0,2.0,,no
,871.0,,999.0,,,93.2,-42.0,,5195.8,5.0,1.0,3.0,,,0.0,0.0,2.0,1.0,,yes
47.0,94.0,1.0,999.0,,-0.1,,-42.0,4153.0,,10.0,1.0,,,,0.0,,,,0.0,no
,98.0,,,,1.4,93918.0,,,,1.0,,,,,,,0.0,,,no
39.0,,10.0,,,1.4,,,4959.0,,5.0,0.0,3.0,,1.0,,,,,0.0,no
,88.0,1.0,999.0,,1.4,,-36.1,,,5.0,,2.0,0.0,1.0,,1.0,7.0,,0.0,no
59.0,56.0,5.0,999.0,,,93444.0,-36.1,,5228.1,,,,,0.0,1.0,1.0,,0.0,,no
37.0,,9.0,999.0,0.0,-0.1,,,,5195.8,8.0,1.0,1.0,,,,0.0,2.0,,,no
,,,,0.0,,93444.0,-36.1,,,,,,,,,,,1.0,,no
,,1.0,,0.0,-1.7,94215.0,-40.3,,4991.6,1.0,0.0,1.0,1.0,,,0.0,,,0.0,no
,,2.0,999.0,0.0,-2.9,,,0.838,,,,,1.0,,0.0,,,,0.0,no
52.0,352.0,1.0,,0.0,1.4,,,4964.0,5228.1,,1.0,3.0,1.0,,1.0,1.0,,,,no
,343.0,,999.0,,1.4,,-42.7,,,11.0,,,,0.0,0.0,1.0,,1.0,0.0,no
80.0,78.0,,,1.0,-3.4,92431.0,,,5017.5,,1.0,2.0,1.0,,,1.0,,2.0,1.0,no
,35.0,,999.0,,,93.2,-42.0,,5195.8,0.0,,,1.0,0.0,,1.0,2.0,4.0,1.0,no
,58.0,,,,1.4,,,,5228.1,,,1.0,,1.0,0.0,,,,0.0,no
,,,999.0,0.0,-3.4,,,0.739,,9.0,,4.0,,,,,9.0,0.0,,no
,,2.0,,0.0,-3.4,,-29.8,0.781,5017.5,,1.0,1.0,1.0,,,1.0,6.0,3.0,,no
45.0,221.0,4.0,,,-1.8,,,1415.0,,2.0,1.0,,1.0,,0.0,,,,,no
45.0,,,999.0,1.0,,93075.0,,,5099.1,,,3.0,,,0.0,1.0,,0.0,,no
,876.0,,,,-2.9,,,1044.0,5076.2,,,,1.0,0.0,0.0,,0.0,2.0,,yes
42.0,234.0,5.0,,0.0,-1.8,,,1405.0,5099.1,,,3.0,,0.0,1.0,,,,,no
35.0,78.0,,999.0,0.0,1.4,94465.0,,,5228.1,0.0,1.0,5.0,,,,,4.0,,,no
35.0,56.0,,999.0,0.0,-0.1,,,4.12,5195.8,9.0,,,,1.0,0.0,,,,,no
,,,999.0,,-1.8,,-47.1,1445.0,,,,,1.0,0.0,0.0,1.0,,,0.0,no
,,,999.0,0.0,-1.7,94027.0,-38.3,,,11.0,,,1.0,0.0,,,7.0,4.0,,yes
,134.0,7.0,999.0,,,,,4961.0,,2.0,1.0,,1.0,,,0.0,4.0,,0.0,no
27.0,540.0,,999.0,0.0,,,,,5195.8,,0.0,,1.0,1.0,0.0,0.0,,,,yes
33.0,136.0,,,0.0,1.4,,,4967.0,5228.1,,,1.0,1.0,,,,,,,no
41.0,,,,,,,,1281.0,5099.1,,,1.0,1.0,0.0,0.0,,,,,no
30.0,,,999.0,,,,-36.4,4856.0,,,,3.0,,,0.0,0.0,,,0.0,no
,,5.0,,,1.4,93444.0,-36.1,4965.0,5228.1,5.0,,3.0,0.0,,,1.0,,2.0,,no
20.0,342.0,2.0,,,,93749.0,-34.6,,5008.7,4.0,0.0,,1.0,1.0,0.0,,,,0.0,no
37.0,,,,0.0,-1.8,,,1.27,,,,1.0,1.0,1.0,,1.0,,,,no
,,,999.0,1.0,,92893.0,,1344.0,5099.1,,0.0,,1.0,0.0,0.0,,1.0,,,no
,,1.0,,,,94767.0,,,,,,1.0,,0.0,0.0,1.0,,,,yes
,98.0,,999.0,,,92379.0,-29.8,,5017.5,0.0,,4.0,,,0.0,,,,,no
32.0,,,,,,,-42.0,4153.0,5195.8,5.0,1.0,,0.0,,0.0,,,,0.0,no
49.0,,,,0.0,-0.1,93.2,-42.0,4.12,,,2.0,0.0,,0.0,,1.0,,,,no
,,,999.0,,,93918.0,,4962.0,5228.1,,,1.0,,,0.0,1.0,0.0,0.0,,no
32.0,,3.0,999.0,1.0,-3.0,92713.0,,0.715,5023.5,4.0,,,,0.0,0.0,,,,1.0,no
39.0,,2.0,,0.0,,93918.0,-42.7,4968.0,,5.0,1.0,,,0.0,0.0,1.0,0.0,1.0,,no
35.0,277.0,3.0,999.0,0.0,,93918.0,,4958.0,,,0.0,,,0.0,0.0,,,,,no
54.0,75.0,2.0,,,,92893.0,,1313.0,,1.0,,4.0,1.0,0.0,,,1.0,4.0,0.0,no
,902.0,,,,,,-42.7,4963.0,5228.1,,,4.0,,0.0,,,0.0,,,yes
33.0,229.0,2.0,999.0,0.0,1.1,93994.0,,,5191.0,0.0,1.0,6.0,,,,,1.0,,,no
60.0,133.0,,999.0,,,93918.0,,,5228.1,,,3.0,,1.0,,0.0,,,,no
45.0,,,,0.0,1.4,,,,5228.1,,1.0,1.0,,1.0,0.0,,,3.0,,no
,,6.0,,0.0,1.4,,,,,1.0,,,1.0,,0.0,0.0,,4.0,,no
,,4.0,999.0,,-1.8,92893.0,,1299.0,5099.1,,,1.0,,1.0,,1.0,1.0,0.0,1.0,no
,,4.0,999.0,0.0,1.4,,-41.8,4961.0,,3.0,0.0,,,,0.0,0.0,,1.0,,no
50.0,,,999.0,0.0,,,-36.1,4963.0,,,,3.0,,1.0,,,7.0,,,no
,55.0,,,0.0,1.4,93444.0,,,,,2.0,1.0,,0.0,,1.0,,2.0,,no
46.0,,,,0.0,,93994.0,-36.4,4859.0,,,1.0,,0.0,,,0.0,,,0.0,no
45.0,255.0,,999.0,0.0,,,,,5191.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,,2.0,0.0,no
34.0,812.0,,,,,93444.0,,,,3.0,0.0,1.0,1.0,,,1.0,7.0,,,yes
,346.0,2.0,,3.0,,94055.0,-39.8,,,,,6.0,1.0,,0.0,1.0,,4.0,2.0,no
,106.0,,999.0,0.0,-1.8,93075.0,,1405.0,,7.0,,,,2.0,,,5.0,2.0,,yes
23.0,,,,0.0,1.4,93918.0,,4966.0,,3.0,,4.0,,0.0,0.0,0.0,0.0,,,no
40.0,106.0,,,,1.4,,,,,,1.0,4.0,0.0,1.0,0.0,,,,,no
,271.0,,999.0,0.0,1.4,93918.0,-42.7,,,,0.0,,1.0,,1.0,1.0,0.0,,0.0,no
,201.0,,999.0,0.0,1.4,,-41.8,,5228.1,,0.0,1.0,1.0,,,,4.0,3.0,0.0,no
,347.0,,,0.0,1.4,,-42.7,,5228.1,0.0,1.0,,,,,,0.0,1.0,,no
54.0,,,999.0,0.0,-1.8,,,,5099.1,7.0,2.0,,1.0,0.0,0.0,1.0,1.0,4.0,0.0,no
,76.0,,999.0,,,,,4191.0,5195.8,,0.0,1.0,,,,1.0,,0.0,,no
44.0,,,,,,,,,,,,4.0,,,,1.0,7.0,0.0,0.0,no
35.0,213.0,,,,1.1,93994.0,,4859.0,5191.0,,1.0,3.0,,0.0,,,,4.0,0.0,no
,133.0,,999.0,,-0.1,,,4153.0,5195.8,,,,1.0,,,1.0,2.0,,0.0,no
53.0,,,999.0,,,,-36.1,4965.0,5228.1,,1.0,,0.0,0.0,,1.0,7.0,,,no
,,2.0,999.0,,,93918.0,,,,,,2.0,1.0,,0.0,,0.0,,0.0,no
,635.0,,999.0,,,,-42.7,,,1.0,0.0,3.0,1.0,,,,,,0.0,no
44.0,,2.0,,,,93918.0,-42.7,,5228.1,1.0,,1.0,,,,,0.0,1.0,,no
32.0,358.0,,999.0,,-1.8,,-34.6,0.635,,1.0,,1.0,,0.0,0.0,,,1.0,0.0,yes
,,,999.0,0.0,1.4,93918.0,-42.7,4962.0,,,0.0,,,,,,0.0,3.0,,no
37.0,,4.0,,,,94465.0,-41.8,4866.0,,,1.0,,,,2.0,,,1.0,0.0,no
58.0,,,999.0,,1.4,,-41.8,4864.0,5228.1,,,,,,0.0,0.0,4.0,,0.0,no
,1049.0,2.0,,0.0,-1.8,92893.0,-46.2,1313.0,,,1.0,3.0,,,,1.0,1.0,,,no
34.0,195.0,1.0,,,,,,,,,,1.0,,,0.0,1.0,4.0,2.0,0.0,yes
,,6.0,,,,,,,5228.1,3.0,1.0,,,0.0,,1.0,,,,no
,486.0,,,,,,-42.0,4153.0,5195.8,,,3.0,,1.0,,1.0,2.0,,,no
,,1.0,,0.0,1.4,93444.0,,,,,0.0,4.0,1.0,,,,,,,no
40.0,,4.0,,,1.4,93444.0,,,5228.1,,,4.0,0.0,,1.0,,7.0,,,no
51.0,,,999.0,,,93918.0,-42.7,4962.0,5228.1,,1.0,,0.0,,,1.0,,4.0,,no
41.0,,,,,-0.1,93.2,-42.0,,,1.0,,,,,0.0,1.0,,,0.0,no
,51.0,2.0,,,,,-42.7,,,0.0,,3.0,1.0,0.0,0.0,,,0.0,,no
,,,,0.0,,93918.0,-42.7,,5228.1,,,,1.0,1.0,0.0,1.0,,,0.0,no
52.0,,,,1.0,,94601.0,,0.985,,,1.0,1.0,,,,0.0,9.0,3.0,1.0,no
,,,,0.0,-0.1,,,,,,,1.0,,,1.0,1.0,2.0,,0.0,no
,511.0,,,0.0,-0.1,,,,,,,,1.0,,0.0,1.0,,3.0,,yes
,,3.0,,0.0,-1.8,92893.0,-46.2,,,9.0,,1.0,1.0,0.0,,,,2.0,,no
28.0,238.0,2.0,999.0,0.0,1.1,,-36.4,,5191.0,,1.0,,1.0,,0.0,,,3.0,0.0,no
,,2.0,999.0,0.0,,93918.0,,,,,,0.0,,,,0.0,,3.0,0.0,no
27.0,,,999.0,,,,-42.7,4958.0,5228.1,,0.0,,1.0,,0.0,1.0,,,0.0,no
42.0,,,,0.0,-2.9,92469.0,-33.6,1029.0,5076.2,3.0,,1.0,,,,,,3.0,,no
,396.0,,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,8.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,no
42.0,251.0,,15.0,,-2.9,92201.0,,0.879,,,,,,,0.0,1.0,,,,no
34.0,,2.0,999.0,2.0,,94767.0,,,4963.6,,,,1.0,0.0,,1.0,2.0,,1.0,no
27.0,124.0,,999.0,1.0,-1.8,92893.0,-46.2,,5099.1,,0.0,,,,,1.0,1.0,3.0,,no
35.0,,,,0.0,1.4,93444.0,,4966.0,,,,1.0,,,1.0,,,2.0,0.0,no
,84.0,1.0,999.0,,,94199.0,,,,5.0,0.0,4.0,1.0,0.0,0.0,1.0,,1.0,1.0,no
33.0,103.0,,,,,93994.0,,,,,2.0,,,0.0,,,1.0,,0.0,no
,,,999.0,0.0,,,-36.4,4.86,,,,,,1.0,,0.0,1.0,,0.0,no
36.0,532.0,2.0,,,1.4,93918.0,-42.7,,5228.1,5.0,2.0,3.0,,,0.0,,,3.0,,yes
,222.0,1.0,999.0,0.0,1.4,94465.0,,4864.0,5228.1,,,0.0,,1.0,0.0,,,2.0,,no
41.0,,3.0,,,1.4,93444.0,,,,,1.0,,,1.0,,,,,,no
,271.0,,,,-2.9,92963.0,,,,8.0,0.0,,,,,,4.0,2.0,,no
51.0,176.0,,999.0,,1.1,,,4.86,5191.0,5.0,,6.0,,,,,,,0.0,no
,,,999.0,,1.4,93918.0,-42.7,,5228.1,,1.0,5.0,0.0,,0.0,,0.0,0.0,,no
31.0,118.0,2.0,,,,,,0.825,,,,1.0,1.0,0.0,,1.0,,,,no
,,1.0,999.0,,,,-46.2,,,,,5.0,,1.0,,,1.0,,,no
,,,,0.0,,,-42.0,4.12,5195.8,2.0,,,1.0,1.0,0.0,,2.0,,,no
,483.0,,,0.0,1.1,,,4.86,5191.0,,,,1.0,,0.0,,1.0,1.0,0.0,no
,512.0,,,,,,-36.1,,5228.1,,1.0,,,,,,7.0,3.0,0.0,yes
54.0,,,,,,93918.0,-42.7,4962.0,,3.0,1.0,,,1.0,,1.0,0.0,1.0,,no
,102.0,4.0,,,,92963.0,-40.8,1262.0,5076.2,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,2.0,1.0,no
,249.0,,,,,,-47.1,,5099.1,,1.0,1.0,,,1.0,1.0,5.0,4.0,,no
,104.0,,,0.0,1.1,,,,5191.0,1.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,no
40.0,198.0,3.0,,,,93444.0,,,5228.1,,,4.0,,0.0,,,,,,no
,223.0,1.0,,,,93918.0,,4963.0,5228.1,,1.0,,,1.0,0.0,1.0,0.0,3.0,0.0,no
,130.0,1.0,,,,93075.0,,,5099.1,9.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,,,yes
56.0,59.0,,999.0,0.0,1.4,93444.0,-36.1,,5228.1,,,0.0,,1.0,1.0,,7.0,,0.0,no
30.0,,2.0,999.0,0.0,-1.1,94199.0,-37.5,,4963.6,,0.0,,,,0.0,,,,0.0,yes
54.0,65.0,6.0,999.0,0.0,,93444.0,,,,0.0,1.0,2.0,,,,1.0,,,,no
,,,,,1.4,,-42.7,,,1.0,,,1.0,,,,0.0,0.0,,no
52.0,306.0,4.0,,0.0,,,,,,6.0,0.0,,,,0.0,0.0,,,,no
,,4.0,999.0,0.0,,,-46.2,,5099.1,2.0,,2.0,,,,,,,,no
58.0,,,999.0,0.0,,94465.0,,,,,,,,,,,,,0.0,no
,394.0,1.0,,0.0,,93994.0,-36.4,,5191.0,,1.0,2.0,,0.0,,0.0,,2.0,,no
46.0,,,,0.0,,93994.0,-36.4,4856.0,5191.0,0.0,1.0,5.0,,,0.0,,1.0,,,no
,,1.0,999.0,,1.4,,,,,8.0,1.0,0.0,0.0,,0.0,1.0,,,0.0,no
,,1.0,,,,,-34.8,,5008.7,1.0,,1.0,,2.0,2.0,1.0,,2.0,,yes
,,,,0.0,,,,1453.0,5099.1,1.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,no
30.0,,,,,,,,,,,,0.0,1.0,0.0,,0.0,,,,no
25.0,,1.0,999.0,0.0,,,,,,4.0,,3.0,1.0,1.0,,0.0,5.0,,,yes
58.0,318.0,2.0,,0.0,,,,4856.0,,0.0,,,1.0,0.0,0.0,0.0,,,,no
72.0,,,999.0,,-3.4,92431.0,-26.9,0.722,,7.0,1.0,,,,1.0,,,,0.0,yes
,,4.0,999.0,0.0,1.4,93918.0,-42.7,4961.0,5228.1,,0.0,,1.0,0.0,,1.0,0.0,2.0,0.0,no
52.0,149.0,1.0,,0.0,-2.9,92963.0,,1262.0,,,1.0,,,0.0,,,4.0,2.0,0.0,no
28.0,,1.0,999.0,0.0,,92893.0,,,,0.0,,,1.0,1.0,,,,,,no
,,,,,-1.8,,,1299.0,,,1.0,3.0,,0.0,,1.0,,,,no
54.0,,,,,1.4,,,4955.0,,7.0,1.0,3.0,1.0,0.0,1.0,,0.0,2.0,0.0,no
,108.0,,999.0,0.0,-1.8,,,1405.0,,1.0,,3.0,,,,1.0,5.0,,0.0,yes
,337.0,,,,,,,4859.0,5191.0,,,1.0,1.0,,,0.0,,3.0,0.0,no
37.0,,1.0,999.0,,,,,4856.0,5191.0,1.0,,,1.0,,0.0,,,,0.0,no
,506.0,,,0.0,,,,4963.0,,0.0,0.0,0.0,1.0,1.0,,,,1.0,0.0,no
30.0,,1.0,999.0,0.0,,93075.0,,,5099.1,3.0,,3.0,1.0,,,,5.0,,0.0,no
48.0,157.0,2.0,999.0,0.0,,,,,,,,,,,1.0,1.0,9.0,3.0,0.0,no
48.0,,6.0,999.0,0.0,,93444.0,-36.1,4965.0,5228.1,,1.0,,1.0,,0.0,1.0,7.0,0.0,0.0,no
,,,,0.0,1.1,93994.0,-36.4,,5191.0,,,,0.0,,,,1.0,,,no
46.0,125.0,,,0.0,1.1,93994.0,,,,,,1.0,,,0.0,0.0,1.0,,0.0,no
33.0,,5.0,,1.0,-3.4,,,0.74,,,0.0,,,,0.0,,9.0,1.0,1.0,yes
35.0,63.0,,,0.0,-0.1,,-42.0,4153.0,,3.0,,1.0,1.0,0.0,0.0,1.0,,,,no
68.0,,,999.0,,-1.7,,,,,7.0,1.0,1.0,1.0,0.0,,,,,1.0,yes
,225.0,1.0,,3.0,,94601.0,-49.5,1032.0,4963.6,,0.0,1.0,,,0.0,1.0,9.0,0.0,,yes
37.0,202.0,2.0,999.0,,,93.2,-42.0,4.12,5195.8,9.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,no
,24.0,2.0,,0.0,,92893.0,,,,,,3.0,,,,,,,0.0,no
,,,,0.0,,92893.0,,,5099.1,1.0,2.0,,1.0,1.0,0.0,,,3.0,,no
,,1.0,,0.0,,93444.0,,4962.0,,1.0,,1.0,1.0,1.0,0.0,,7.0,1.0,,no
,19.0,,999.0,0.0,1.4,,-41.8,,,0.0,1.0,2.0,1.0,,,0.0,,4.0,,no
,,,,0.0,1.1,93994.0,-36.4,,,,,,1.0,,0.0,,,4.0,0.0,no
47.0,190.0,,999.0,0.0,1.1,,,,,2.0,1.0,2.0,,,,,1.0,,,no
39.0,120.0,1.0,999.0,0.0,1.4,94465.0,-41.8,,,1.0,,,,1.0,0.0,,,,,no
35.0,,,999.0,0.0,1.1,,-36.4,,5191.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,no
40.0,88.0,1.0,,,-1.8,92893.0,-46.2,,5099.1,0.0,,5.0,,0.0,0.0,1.0,1.0,3.0,1.0,no
,,,999.0,0.0,-1.8,92893.0,-46.2,,,1.0,,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,no
33.0,1271.0,2.0,,,1.4,94465.0,,4967.0,,3.0,,,,1.0,0.0,,,,0.0,no
35.0,,,999.0,0.0,,,,,5195.8,,,3.0,,0.0,,,,,0.0,no
,,1.0,,,-1.7,94027.0,,0.9,4991.6,3.0,1.0,,1.0,,0.0,,,3.0,0.0,yes
30.0,,2.0,,1.0,-1.8,92893.0,-46.2,1266.0,,0.0,,,,,0.0,,,,1.0,no
,,1.0,,0.0,-1.8,,-46.2,1291.0,5099.1,1.0,1.0,,,0.0,,1.0,,2.0,,no
,,,,,,,-41.8,4866.0,,7.0,,,,,,,,,,no
33.0,68.0,1.0,,0.0,1.1,,,4857.0,,,,0.0,,,,0.0,,3.0,0.0,no
,181.0,1.0,999.0,,-3.4,,-29.8,0.803,,2.0,,6.0,1.0,,0.0,1.0,,,0.0,no
33.0,48.0,2.0,999.0,1.0,,,,1334.0,5099.1,,,3.0,,0.0,,0.0,1.0,3.0,1.0,no
,,,,0.0,,,,,,,0.0,,,0.0,,,,,,no
,263.0,1.0,999.0,0.0,,92893.0,,1327.0,,,,0.0,,,,1.0,,1.0,,no
,189.0,,,0.0,-1.8,92893.0,-46.2,,5099.1,,,5.0,1.0,0.0,,,,,,no
,,2.0,999.0,1.0,-1.8,,-47.1,1466.0,5099.1,,1.0,,,,,1.0,5.0,0.0,,no
,199.0,,,,,,,4963.0,,,1.0,,1.0,,1.0,1.0,,0.0,,no
,,2.0,,0.0,1.4,,-42.7,4958.0,5228.1,,,,1.0,0.0,0.0,,0.0,,,yes
,,,999.0,0.0,,94465.0,-41.8,,,1.0,2.0,3.0,,,1.0,0.0,,,,no
37.0,,,999.0,,-1.8,92893.0,,,,,,,1.0,,,1.0,1.0,4.0,,no
,162.0,,999.0,0.0,1.1,,,,5191.0,3.0,1.0,1.0,,1.0,,0.0,,,,no
,225.0,2.0,,,1.4,93918.0,-42.7,4966.0,5228.1,,1.0,,,,,0.0,,,0.0,no
36.0,,2.0,,,,,-36.4,4857.0,5191.0,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,,,no
37.0,,1.0,999.0,0.0,1.4,94465.0,,4865.0,,9.0,,,1.0,,0.0,,,0.0,0.0,no
,706.0,,,1.0,,,-47.1,,,,,3.0,,,,,5.0,1.0,,no
,47.0,,,0.0,1.4,,-42.7,,,5.0,2.0,3.0,0.0,0.0,1.0,,0.0,,,no
,,11.0,,,,93444.0,,4965.0,5228.1,,,,,,,,,0.0,0.0,no
,10.0,4.0,,0.0,1.4,,-41.8,4959.0,5228.1,0.0,,,,0.0,,,4.0,,,no
,,,999.0,0.0,1.1,93994.0,,,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,,no
,1132.0,1.0,999.0,1.0,-0.1,93.2,,,,3.0,,,,,,,,,1.0,yes
39.0,203.0,,,0.0,1.1,,-36.4,4856.0,,,,3.0,,0.0,1.0,0.0,1.0,2.0,0.0,no
