age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded,y
,,2.0,,,-1.1,94199.0,-37.5,0.886,,,,,,0.0,,,,,,no
30.0,,6.0,,,1.4,93918.0,-42.7,,,,0.0,,,,0.0,0.0,,,0.0,no
,,,999.0,0.0,,,-42.7,,,5.0,0.0,,,0.0,0.0,,,2.0,0.0,no
,,,999.0,,,92963.0,,,,,0.0,,1.0,,,,2.0,,1.0,yes
,,,999.0,,,,,,,,0.0,,,1.0,,,,2.0,,no
,,,,0.0,,,,4153.0,,,,,,,,0.0,,1.0,,no
,139.0,,,0.0,,,-41.8,,,,2.0,,1.0,,,,,,,no
,,,,0.0,,92893.0,,,,5.0,,6.0,,,,,,,,no
,474.0,,,0.0,1.4,,,4.96,5228.1,,0.0,,1.0,,0.0,0.0,,0.0,,no
,95.0,1.0,,,,,,,,8.0,,,,1.0,,,,,,no
,,,,,,,,,,0.0,,,,,,0.0,,,0.0,no
,,,,,,93994.0,,,,9.0,0.0,4.0,,2.0,2.0,,,3.0,0.0,no
,473.0,,,1.0,-2.9,92201.0,-31.4,,5076.2,,0.0,,1.0,,,,,0.0,2.0,yes
29.0,,,,,,94465.0,,4.96,,,,2.0,,1.0,,,,,,no
,161.0,1.0,,,-1.8,,,1299.0,,,,2.0,1.0,,,,,,,no
40.0,82.0,2.0,,,,93444.0,-36.1,,,,,3.0,1.0,,1.0,0.0,,,,no
,480.0,,999.0,0.0,1.4,93444.0,,4963.0,,,,,1.0,,,,,1.0,,yes
80.0,156.0,,,,-1.8,,,0.635,,,,5.0,,,,,,4.0,,yes
,,2.0,999.0,0.0,,,-36.4,,,5.0,1.0,5.0,1.0,,,1.0,,,,no
34.0,232.0,,,,,,-46.2,,,,,6.0,1.0,1.0,,0.0,,2.0,,no
35.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,5.0,,,no
,,,,,,,,,,4.0,1.0,,,0.0,,,0.0,4.0,,no
37.0,,3.0,,0.0,,93876.0,,,,,,,1.0,,0.0,,,,,yes
,,,,,,,,,5191.0,,,,,0.0,,1.0,,,,no
31.0,662.0,,,,,,,,5228.1,,,,,0.0,,,,,,yes
49.0,,3.0,999.0,,,,-42.7,,5228.1,,0.0,6.0,0.0,,0.0,0.0,,0.0,,no
,,,999.0,,-0.1,,-42.0,4076.0,,,0.0,,1.0,0.0,,,4.0,4.0,1.0,no
,534.0,,,0.0,,93994.0,-36.4,4859.0,,1.0,,,,,,,0.0,,,no
,,2.0,999.0,,-1.8,,-46.2,,5099.1,,0.0,,,,,,,,,no
,,,,,,,,4965.0,,2.0,,,,,,0.0,,0.0,,no
31.0,,,,,,93918.0,,,,,,,1.0,,,,,,,no
,,,,,,,,0.778,,,,1.0,,,0.0,,8.0,,0.0,no
,,,999.0,0.0,1.4,,,,,9.0,,3.0,0.0,1.0,,0.0,,,,no
,203.0,,999.0,0.0,,,,,5228.1,2.0,,,,,,0.0,,,,no
,,,,,1.4,,,,,5.0,,,1.0,,0.0,1.0,,,0.0,no
,,,999.0,,,,-36.4,,,,,,0.0,,0.0,,,,,no
36.0,,,999.0,,,93994.0,-36.4,,,,,0.0,,0.0,,,0.0,,0.0,no
53.0,,,,0.0,1.1,,,,,,0.0,0.0,0.0,0.0,,,,3.0,,no
40.0,,2.0,999.0,0.0,,93.2,,,,,1.0,,,,0.0,,,,0.0,no
,121.0,1.0,,0.0,,,,,,,,,,0.0,0.0,,1.0,,,no
,,6.0,999.0,,-1.8,,,,5099.1,,,2.0,,,,,,3.0,,no
63.0,,,999.0,1.0,-2.9,,,0.838,,,,6.0,1.0,,,,,,,no
32.0,258.0,2.0,,,1.4,93444.0,-36.1,,5228.1,,0.0,1.0,1.0,,,0.0,,,0.0,no
,,,,,1.4,,,,,,,3.0,,0.0,,1.0,1.0,,,no
,175.0,2.0,,0.0,,,-37.5,0.879,4963.6,8.0,,,,,,,,,,no
,,,999.0,,,,,1.26,,9.0,0.0,,,,0.0,,,2.0,,no
,,,,,,93444.0,,4965.0,5228.1,,,,,,,,,,0.0,no
39.0,,,,,,,,,,8.0,0.0,3.0,1.0,1.0,0.0,,,,,no
,50.0,,999.0,0.0,,,,,,,0.0,,,,,,,,,no
,103.0,3.0,999.0,,,,,,,2.0,2.0,,,,,,,,0.0,no
73.0,,,,,,,,,4991.6,0.0,,3.0,,0.0,,0.0,1.0,,,no
45.0,160.0,,,,1.1,93994.0,-36.4,,,,0.0,,,1.0,,,,4.0,,no
,143.0,,999.0,,,,,,,,,3.0,,0.0,,,,,0.0,no
,,,,0.0,,93.2,,,5195.8,,,0.0,0.0,,,,4.0,4.0,0.0,no
,,,999.0,,,,,4858.0,5191.0,,,,,,,,0.0,2.0,0.0,no
,,,,0.0,,,,,,2.0,,,,,,,,,0.0,no
24.0,28.0,,,,,,-46.2,,,,,,,,,1.0,0.0,,0.0,no
,,,,,-1.8,92893.0,-46.2,,,,,2.0,,0.0,,,,1.0,,no
43.0,,,,,1.1,,-36.4,,,,,3.0,,,0.0,1.0,,,0.0,no
,80.0,3.0,999.0,1.0,,,,1244.0,,8.0,2.0,3.0,,,,,,,,no
,,4.0,,,,,,1281.0,,,,,,,,,0.0,2.0,0.0,no
,,1.0,,0.0,,,,,5191.0,5.0,,4.0,,,,,0.0,,0.0,no
,,1.0,,0.0,,,-36.4,,5191.0,2.0,,,,,0.0,1.0,,,,no
56.0,,,,0.0,,,,4961.0,,2.0,,,,1.0,0.0,,,,0.0,no
,,2.0,999.0,,,,-42.7,4962.0,,,,,1.0,,,,1.0,,,no
43.0,,,,0.0,-1.8,,-46.2,1.25,,,,,,,,0.0,,,,no
31.0,,,,0.0,,,-36.4,,5191.0,,,1.0,,,,1.0,,,,no
,,,,,1.4,93918.0,-42.7,4961.0,,,0.0,,,0.0,0.0,0.0,,1.0,,no
,246.0,1.0,,,,,,1405.0,5099.1,,,1.0,,1.0,,0.0,,,1.0,no
,310.0,,999.0,,,,,,,2.0,,,1.0,,,1.0,,,,no
,1151.0,1.0,,,1.4,,,,5228.1,,,5.0,,,,0.0,,,,no
,,,,,-1.8,92893.0,-46.2,1334.0,,2.0,,,,0.0,,,,,,no
,66.0,,,,,93994.0,-36.4,,,,0.0,4.0,,,0.0,,,,,no
55.0,,,,0.0,1.4,,,4968.0,5228.1,,0.0,3.0,,,,,1.0,4.0,,no
,,,,,,93994.0,,,5191.0,,,,,,,,0.0,,0.0,no
,,1.0,,,-1.8,,,,,9.0,,,1.0,0.0,,,,3.0,,no
,,,999.0,,-3.4,,,,5017.5,9.0,,3.0,1.0,,0.0,1.0,6.0,,,no
,,,999.0,0.0,,,,,4991.6,,0.0,,,,,,,,,yes
,136.0,,,,1.4,,,,,8.0,,,,1.0,,,,,0.0,no
,,,,,,93075.0,,,,,,,,0.0,,,,,,no
,,,,0.0,-0.1,93.2,-42.0,,,,,1.0,1.0,,,,,,0.0,no
,,,999.0,,,,-50.0,,5099.1,,,,1.0,0.0,,,,,0.0,no
,163.0,,999.0,1.0,-1.8,,-46.2,,5099.1,,1.0,,,,,,,,,no
,897.0,,999.0,,,,-36.4,,,5.0,,,,0.0,,,,,,no
,,,999.0,,,,,0.71,,,2.0,,,,,,9.0,3.0,0.0,no
42.0,,1.0,,0.0,-0.1,,,4191.0,,,,1.0,1.0,,0.0,,4.0,,,no
,2016.0,2.0,999.0,,,,-36.4,,5191.0,,,,,0.0,,,0.0,,,yes
,,,999.0,,,93075.0,-47.1,,,,,,1.0,,,,7.0,2.0,,no
,,,,,,,,,,,,,1.0,,,0.0,5.0,,,no
29.0,,,,,,92893.0,-46.2,,,,,,,,,,,,,no
,,,999.0,,,,,1365.0,5099.1,,,,,,,0.0,,,,no
,,,,0.0,-2.9,,,1215.0,,,,0.0,1.0,1.0,0.0,,,,0.0,no
,266.0,2.0,,1.0,,,,,,,,,1.0,0.0,0.0,,,,,no
24.0,,,,,1.4,93918.0,,,,,0.0,,,,,1.0,1.0,,0.0,no
,,,999.0,,,,,,,,0.0,,1.0,,,,,1.0,,no
,187.0,1.0,,0.0,,,,,,2.0,2.0,2.0,1.0,0.0,,0.0,,,,no
36.0,403.0,1.0,,,-1.8,,,,,5.0,,5.0,,,0.0,,7.0,,,no
,,1.0,999.0,,,,,,,5.0,,0.0,1.0,0.0,,0.0,,,,no
,,,999.0,0.0,,93918.0,,4959.0,,,,,,,,,,,,no
,,5.0,999.0,,,,-36.1,,,,0.0,1.0,,,1.0,,,,0.0,no
,,,,,,,,1.25,,4.0,,,,,0.0,,0.0,,1.0,no
70.0,,,,1.0,,,-50.0,,,,0.0,,,,,,,4.0,,no
23.0,,,999.0,,-1.8,,,1757.0,,2.0,,,,0.0,0.0,0.0,3.0,4.0,0.0,no
,,,999.0,,,,,,,,0.0,3.0,1.0,,,1.0,0.0,,0.0,no
36.0,89.0,3.0,999.0,0.0,,,-46.2,,,,,,,1.0,0.0,,,1.0,,no
,224.0,,,,1.4,93444.0,,,5228.1,,2.0,,,0.0,0.0,0.0,,,,no
,,6.0,,,,94465.0,,,,,,1.0,1.0,1.0,,1.0,,,,no
,21.0,,,,,,-42.7,,,,,,1.0,1.0,1.0,,,3.0,0.0,no
47.0,308.0,,,,,,,,,1.0,,,,,1.0,,,,,no
,,1.0,,,,,,,5099.1,5.0,2.0,0.0,,,0.0,0.0,,,,yes
,,2.0,,,,,-36.4,4857.0,,4.0,,,,1.0,,,,0.0,,no
,,1.0,,0.0,,93994.0,,4857.0,,2.0,,1.0,,,,,,1.0,0.0,no
,,,999.0,0.0,,,-36.4,4856.0,,,,,1.0,,,,,,,no
,368.0,,,,-2.9,,,,,8.0,,,,0.0,,,,,,no
,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,no
,,10.0,,,,,,,,,,,,,,,5.0,,,no
23.0,,,,,1.4,,-42.7,,5228.1,2.0,,,,,0.0,0.0,,,0.0,yes
29.0,268.0,1.0,,,,,-47.1,,,,,1.0,,,,,,3.0,,no
,,,,,1.4,93918.0,,,,4.0,,,,1.0,0.0,0.0,,1.0,,no
40.0,,,,,,,-47.1,,5099.1,,0.0,,0.0,,,0.0,,4.0,,no
,,1.0,,,,,,,,3.0,2.0,,,,0.0,,0.0,,0.0,no
,,1.0,,,,93444.0,,,,,,4.0,,,0.0,0.0,5.0,3.0,,no
50.0,,,999.0,,,,,,,,,,,,0.0,,,,,no
,203.0,,,,-1.8,,-47.1,1405.0,,,0.0,,0.0,,,,7.0,,,no
23.0,,2.0,,,-1.8,93075.0,,,,,,,,,,0.0,7.0,1.0,,no
,,,999.0,,,,-46.2,,,2.0,,6.0,1.0,,0.0,,,,,no
,,2.0,999.0,,,,,,5228.1,,,,,,,,,,0.0,no
,,,999.0,,1.4,94465.0,-41.8,4967.0,,,,,1.0,,,,,,,no
36.0,45.0,,,0.0,1.1,,-36.4,4864.0,,,,0.0,,,0.0,,0.0,,,no
,,2.0,,,,,,,,,,,,,,,,,,no
,100.0,,,0.0,,,,,5099.1,,,,,,0.0,,0.0,,0.0,no
,,,999.0,,,,,,,5.0,,,1.0,0.0,0.0,,0.0,,,no
,,,,,,,,0.859,,0.0,,1.0,1.0,,,0.0,,,,no
,134.0,,3.0,,,,-30.1,,,0.0,,,,,,0.0,,,,yes
,,,,,-1.8,,,,5099.1,,0.0,,1.0,,0.0,0.0,0.0,,0.0,no
,,,,,1.1,,,,5191.0,,,3.0,,,1.0,,0.0,,,no
,155.0,,999.0,,,,-36.4,,,,3.0,,,,,,,4.0,,no
42.0,,2.0,999.0,,,,,,5228.1,,,,,,,,,,,no
,,2.0,,0.0,,93994.0,-36.4,4857.0,,2.0,0.0,,,0.0,0.0,,,,,no
,,,999.0,,-1.8,,,,,5.0,,0.0,,,,,,,,no
,120.0,,,,,93444.0,-36.1,4965.0,,,,,,,,,5.0,1.0,0.0,no
,,,,0.0,1.4,,,,,,0.0,,,,,,,4.0,,no
,143.0,,999.0,,,93444.0,,,5228.1,2.0,0.0,1.0,,,0.0,,5.0,,0.0,no
39.0,,3.0,999.0,,1.4,94465.0,-41.8,4.96,,,0.0,,1.0,2.0,,,2.0,,,no
,,,,,,,,,5099.1,9.0,,,,0.0,,,,4.0,,no
50.0,,1.0,999.0,0.0,-0.1,,,,,,,,,,1.0,,,,,no
,,,,,,94465.0,,,,,,,0.0,,0.0,,2.0,,,no
42.0,204.0,,,,,,-36.4,,,8.0,1.0,,,,,,,1.0,,no
,,,,0.0,,,,4958.0,,5.0,0.0,,0.0,1.0,0.0,,,,,no
,,,,0.0,,,,,5228.1,,,,1.0,1.0,,0.0,5.0,0.0,,no
,,,999.0,,,,,,,,,1.0,1.0,0.0,0.0,,3.0,,,no
,,,,,,,-41.8,,,,,,,,,1.0,,,,no
31.0,209.0,,,,1.4,,,,,2.0,,,,,0.0,0.0,,,0.0,no
35.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,,no
32.0,,,,,,,,,,,,,,0.0,,,,3.0,0.0,no
,,,,,,,-36.1,4965.0,5228.1,,0.0,,1.0,,,0.0,5.0,,,no
,,,999.0,,-3.4,,,,5017.5,,,,1.0,,2.0,,8.0,,,no
,374.0,,,,,,-36.4,4.86,,,,5.0,0.0,0.0,,,,,,no
,,,,,,,,,,,,,,,,,,,,no
,,,999.0,,1.4,,,,,5.0,,0.0,1.0,,0.0,,,0.0,,no
,,,,,1.1,,-36.4,,,2.0,,,,1.0,,,,,,no
,161.0,1.0,,,,93444.0,,,,,,,,,,,,,,no
30.0,109.0,1.0,,,,93.2,-42.0,,,,,,1.0,,,,,2.0,,no
41.0,,,999.0,1.0,,,-46.2,,,,,,,,,,,,,no
,,1.0,,0.0,1.4,93918.0,,4962.0,,,,,1.0,,,,1.0,,,no
58.0,,,,,,,,,5191.0,,,,,,,,0.0,,,no
,168.0,,,0.0,,93444.0,,,,,,3.0,,,,,5.0,,,no
,,6.0,,,,,,1244.0,,,,0.0,,,,,,,,no
,221.0,,999.0,0.0,,,,,,,,,,,,,,,0.0,no
,76.0,,999.0,0.0,,94465.0,,,,10.0,,,,,,,,,,no
,160.0,,,,,93918.0,-42.7,4961.0,,5.0,,,,,0.0,,,,0.0,no
,,,,,,,,,,6.0,2.0,,1.0,0.0,1.0,,,,,no
,,,,,1.4,,,,,,,,0.0,,,,,,,no
,,,999.0,,,93918.0,,,5228.1,10.0,,,,,0.0,,,,0.0,no
33.0,,,,0.0,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,0.0,no
,,2.0,999.0,,,,-46.2,,,,0.0,5.0,1.0,,0.0,,,,,yes
,,1.0,,0.0,,,,,,,,2.0,,,0.0,1.0,0.0,4.0,,no
,,,,0.0,,94027.0,,0.904,4991.6,,,1.0,,,,,,,0.0,yes
55.0,387.0,1.0,,,,,,4963.0,5228.1,,,,,,0.0,,1.0,,,no
51.0,,4.0,,,1.4,,-42.7,4963.0,,3.0,,,1.0,,0.0,,,,,no
32.0,,2.0,,,,,-40.8,,,8.0,,1.0,1.0,,,,,,,yes
,,,,,,92893.0,,,5099.1,,,1.0,1.0,,,,0.0,,,no
40.0,,,,,,93918.0,,,,,,2.0,,1.0,,0.0,1.0,2.0,,no
,,2.0,,,,,,4864.0,,5.0,,,,,1.0,,2.0,2.0,0.0,no
,,,999.0,0.0,1.4,93444.0,,,,,0.0,,1.0,,,0.0,,1.0,,no
33.0,,,,,,,,,,2.0,,2.0,,,,,,,,no
,,,999.0,,,,-46.2,,5099.1,4.0,,0.0,,0.0,,,,,,no
39.0,,,,,,,,,,2.0,,,,0.0,,,2.0,,0.0,no
,,,,0.0,,,-42.7,,,,,,0.0,1.0,,1.0,,,0.0,no
,,1.0,,0.0,,,,4.86,,,0.0,,,0.0,0.0,,,,,no
,73.0,4.0,,,-0.1,,-42.0,,,,,6.0,,,,,,,,no
,15.0,,,,,,,,5228.1,,,,,1.0,,,,4.0,0.0,no
28.0,,,,0.0,,93994.0,-36.4,,,,,1.0,1.0,,,,0.0,,,no
,377.0,1.0,,,,,,,,,,5.0,,,,0.0,,4.0,,yes
,93.0,,,,,,,4855.0,,,0.0,1.0,,0.0,,,,3.0,,no
55.0,,,,0.0,,,-42.0,4191.0,,,,,,,0.0,,,,,no
55.0,176.0,,999.0,,,,,,,,,,,0.0,,0.0,,,,no
,,,,,1.4,93918.0,,,5228.1,,,,,0.0,0.0,1.0,1.0,4.0,,no
,88.0,,,1.0,-1.8,92893.0,,,,4.0,,,,0.0,,,,,,no
,188.0,,,,,,-46.2,,,8.0,1.0,,,0.0,,0.0,,,,no
,319.0,6.0,,,,,,,,2.0,2.0,,,0.0,,1.0,2.0,4.0,0.0,no
,1103.0,,,,1.4,,,4.96,,5.0,0.0,5.0,1.0,0.0,,,,,,no
,,,,0.0,,,,4957.0,5228.1,,0.0,,1.0,1.0,,,,3.0,,no
,,1.0,,,,,-42.0,4153.0,,3.0,,2.0,,,,1.0,4.0,,,no
,,,999.0,,,,,,,5.0,,5.0,0.0,,,,,,,no
40.0,,,999.0,,,93075.0,,,,,,,,,,,,,,no
32.0,,,999.0,,,,,1.52,,2.0,,,1.0,0.0,,,,,0.0,no
,168.0,,,,,,,,5228.1,,,,1.0,,,,,4.0,0.0,no
,,2.0,,0.0,1.4,93918.0,-42.7,4961.0,,5.0,,,,,,1.0,,,,no
43.0,143.0,,999.0,0.0,,94465.0,,,,8.0,,3.0,,,0.0,,2.0,,,no
,143.0,,999.0,,,,-47.1,,5099.1,,,2.0,0.0,0.0,,,7.0,,0.0,no
55.0,,,999.0,,,,,4957.0,,,2.0,2.0,,,,0.0,,2.0,,no
,224.0,,999.0,0.0,1.4,,,,5228.1,,,,,,,,,,,no
,,3.0,,,-1.1,,,0.884,4963.6,,,,,,0.0,,,,,yes
,,4.0,,,1.1,,,4857.0,,5.0,0.0,,,,0.0,,,3.0,,no
,,,,,-1.7,94027.0,-38.3,,,,,0.0,1.0,,,,5.0,3.0,,yes
,1083.0,,,0.0,,93918.0,,4961.0,,,1.0,0.0,,,,,1.0,,,no
47.0,,,,,,,,,5228.1,3.0,,,,0.0,,,,,,no
,,,,,,92201.0,,,5076.2,,,,,,,0.0,,4.0,,no
48.0,,,,,,,,1334.0,,9.0,,,,,,0.0,,,,no
,,,,,,92893.0,,1.25,,,,,1.0,,0.0,,,,1.0,no
,,,,0.0,1.4,94465.0,-41.8,,,,,3.0,,0.0,,1.0,2.0,,,no
,,,,1.0,-1.8,,-47.1,,,,,3.0,1.0,,,0.0,7.0,1.0,1.0,no
31.0,138.0,,999.0,,,,,,,,,1.0,1.0,,,,,,1.0,no
,,,,,1.4,,,,,9.0,,0.0,,0.0,,,2.0,,,no
,,,,,1.4,,,4962.0,,,0.0,,,1.0,,,1.0,,,no
52.0,,2.0,999.0,,,93444.0,,,,5.0,,5.0,,0.0,,,,,0.0,no
,,2.0,,,,,,0.684,,0.0,,,1.0,,,,,,,yes
30.0,,,,0.0,,93918.0,,,,,,2.0,0.0,0.0,,,,2.0,0.0,no
,,,,,,92649.0,,,,,,3.0,,,0.0,,,,,no
,,1.0,,,,,,,,9.0,,6.0,1.0,,,0.0,0.0,,,no
46.0,,6.0,999.0,,1.4,,,4961.0,,,0.0,,,,0.0,,1.0,,0.0,no
,172.0,,999.0,0.0,-3.4,,,,,10.0,,5.0,1.0,,0.0,,6.0,,,no
,,,,,,,,,,2.0,,,,,0.0,,,,,no
,,21.0,,,,93918.0,,4968.0,,,2.0,,,,0.0,,,,,no
31.0,936.0,,,,,,,,,,,,,,,0.0,,,,no
,,1.0,,,,,,,,,,,,1.0,,0.0,,,0.0,no
45.0,,1.0,,,1.1,,,4.86,,,0.0,,,,,,0.0,,0.0,no
,337.0,2.0,,0.0,,,,4857.0,,,,,,,,,,,0.0,no
,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,0.0,no
,,3.0,,,,,,,5008.7,0.0,2.0,1.0,1.0,1.0,,,,3.0,0.0,no
,,,,,,94465.0,,4958.0,,,0.0,0.0,,,0.0,1.0,,4.0,,no
36.0,,,,,,93444.0,-36.1,,,,,,,0.0,,0.0,5.0,0.0,,no
70.0,,2.0,999.0,,,,,,,0.0,,5.0,,,,,,,,no
,,5.0,,,,93918.0,,,5228.1,,,1.0,,,0.0,0.0,,,0.0,no
,,,999.0,0.0,1.1,93994.0,,,5191.0,,2.0,0.0,,,,,,,0.0,yes
55.0,,1.0,,,1.4,94465.0,,,5228.1,,,,,1.0,,1.0,,2.0,,no
43.0,38.0,,,,,,-36.4,4864.0,,,0.0,,,,,1.0,,,,no
,186.0,,999.0,0.0,,,,,,5.0,,,,,,,,,,no
,33.0,,,0.0,,94465.0,,,,11.0,,5.0,1.0,1.0,0.0,,,2.0,,no
,166.0,,999.0,0.0,1.1,,,4857.0,,,0.0,,,,0.0,1.0,,0.0,0.0,no
,,,,0.0,,94465.0,,4947.0,5228.1,,0.0,,1.0,,0.0,,2.0,0.0,,no
35.0,,,999.0,,,93918.0,,,5228.1,8.0,,,,,,,,1.0,0.0,no
,129.0,,,,,93994.0,,,5191.0,,,5.0,,,2.0,1.0,0.0,,0.0,no
31.0,708.0,2.0,,,,,,,,6.0,,6.0,1.0,,,,,,,yes
,82.0,3.0,,,,92201.0,,,5076.2,,0.0,5.0,,,,,5.0,2.0,,no
,,,,,,,,4966.0,5228.1,,,2.0,,1.0,,,,,0.0,no
,,,,,,,,,5228.1,2.0,,1.0,,,,,,1.0,,no
28.0,,2.0,,,,,,4962.0,5228.1,,2.0,,,0.0,,0.0,,1.0,,no
,87.0,,,,1.4,,-41.8,,,,,2.0,,,0.0,1.0,,,,no
,164.0,,999.0,0.0,,,,,,,,,,,0.0,,,1.0,,no
,,1.0,,,1.4,,-41.8,,,5.0,,,,,0.0,,,,0.0,no
,722.0,,999.0,,,,-46.2,,,8.0,2.0,,,,,,,,,no
,,3.0,,,,,,1498.0,,,,,,0.0,,0.0,,,,yes
43.0,,,999.0,,1.4,,,4.96,5228.1,,,,,1.0,,,,,,no
38.0,,1.0,,,,92893.0,,,5099.1,,0.0,1.0,,,1.0,0.0,0.0,,0.0,no
,249.0,,999.0,,1.4,,,,,5.0,,,,0.0,0.0,,,,,no
,,3.0,,,1.4,93918.0,,,,3.0,,,1.0,,,,,,,no
57.0,,,999.0,,1.1,,,,5191.0,,,0.0,1.0,,,,,,,yes
43.0,,1.0,,,,,,4.86,,5.0,,,1.0,1.0,0.0,1.0,,4.0,,no
,,,,,-1.8,92893.0,,1327.0,5099.1,,2.0,0.0,,,0.0,,,,,no
,793.0,5.0,,,,93994.0,,,5191.0,,,,,,,,,,0.0,no
28.0,,,,1.0,,,-46.2,1266.0,,5.0,,0.0,0.0,,,,,4.0,,yes
,,,,,,,,1281.0,,,,,,,,,,2.0,,no
40.0,,,,1.0,,,,,,,,,,1.0,0.0,0.0,,,,no
,,,,,,,,,5017.5,1.0,,,,,,,,,,no
,119.0,,,,,,,,5191.0,8.0,,,,1.0,,1.0,,,,no
,96.0,,,,,,-36.1,,,8.0,1.0,,1.0,,,0.0,5.0,,0.0,no
,,,,0.0,,,,,,,,,1.0,,,1.0,,,,no
30.0,,2.0,,,-3.4,,,0.735,,,,1.0,1.0,,0.0,1.0,,,,no
41.0,,,999.0,,,,-46.2,1313.0,5099.1,,2.0,,,,,,,,0.0,no
,137.0,,,,,93994.0,,,,4.0,0.0,,,,,1.0,,,,no
,290.0,,,0.0,,,,,,,0.0,,,0.0,,,1.0,,,no
49.0,133.0,,999.0,,1.4,,,,,11.0,1.0,,,0.0,,,,,,no
,,5.0,999.0,,,93994.0,,,,,,,,,,,,,0.0,no
46.0,378.0,8.0,,,-0.1,,,,5195.8,,2.0,,,,,,,,0.0,no
58.0,272.0,4.0,,,,94199.0,-37.5,,,,,,1.0,,,,8.0,,,yes
,,,,0.0,1.1,93994.0,,,,4.0,,,,,0.0,,,,,yes
,389.0,,,,1.4,93918.0,,,,,0.0,,1.0,,,,,,,no
,,1.0,,,,,,,,,,,,,,,,1.0,0.0,no
,,,999.0,,,,,,,,,,1.0,0.0,,0.0,,,,no
,,,,,-1.8,,,,,,2.0,,,1.0,,,,,,no
,,,999.0,,,,,,5228.1,,,,,,,,,1.0,,no
,,,,,,,-42.7,,,,,0.0,,,,0.0,,4.0,,no
55.0,214.0,,,0.0,,93994.0,-36.4,,,,,,,,,,,,0.0,no
,87.0,,,,,,-46.2,1266.0,,,2.0,,,,0.0,,0.0,4.0,,no
,508.0,4.0,,,,,,,,,0.0,1.0,,,1.0,0.0,,,0.0,no
,,,,,,,,,,,1.0,,,0.0,0.0,,,1.0,,no
,227.0,1.0,999.0,,,93994.0,,,,5.0,,0.0,,,,,0.0,,,no
,150.0,1.0,999.0,,,,,,,,1.0,,,,,,,,0.0,no
,,,,,,,,1291.0,,,,0.0,,0.0,,1.0,,,,no
,,,999.0,,,,-40.8,1262.0,,,2.0,1.0,1.0,1.0,0.0,0.0,,,1.0,yes
,,,3.0,,,,,,,,,4.0,,,,,1.0,,,yes
,,4.0,,,-2.9,,-40.8,,,,,,1.0,,0.0,1.0,,,0.0,no
53.0,,,,,,,,,5191.0,,,1.0,1.0,,,1.0,0.0,,,no
,,7.0,,0.0,,92713.0,,,,9.0,1.0,,,1.0,,,9.0,,,yes
40.0,,1.0,999.0,,1.1,93994.0,-36.4,,,,,,1.0,,,,,,,no
49.0,,,999.0,,,,,,5228.1,2.0,2.0,,,2.0,2.0,1.0,,1.0,,no
,,8.0,,0.0,1.4,93918.0,,4961.0,,,,0.0,,1.0,0.0,,,1.0,,no
,52.0,,999.0,,,,,4076.0,5195.8,,,,,,,,4.0,,,no
30.0,,,,0.0,,93798.0,,4827.0,,2.0,0.0,,,1.0,,,,,,yes
,,,,,-3.4,92431.0,,0.728,5017.5,,0.0,,,,,,6.0,,,no
26.0,75.0,,,1.0,,,,,5017.5,,,,,,0.0,,,,,no
,114.0,,,,,93994.0,,,,,,6.0,,,0.0,,,,,no
,,,,,1.4,93444.0,,4967.0,5228.1,2.0,,,,,0.0,0.0,5.0,,0.0,no
,,1.0,,,,,,,,2.0,,,1.0,,1.0,,,4.0,,no
,106.0,,,1.0,-1.8,92893.0,,,5099.1,3.0,,,,,0.0,0.0,0.0,4.0,1.0,no
,,1.0,,,1.1,,-36.4,,5191.0,,0.0,,,,,,,2.0,,no
29.0,,,,0.0,,94465.0,,,,,,,1.0,,2.0,,,,0.0,no
,,,,,,,,1266.0,5099.1,,,,1.0,0.0,0.0,,,,,no
36.0,379.0,,,,,93.2,,,5195.8,,,2.0,1.0,0.0,0.0,,4.0,,,no
26.0,,,,,,92649.0,,0.715,,,,,,,2.0,,,,,yes
,,1.0,,,-0.1,93.2,,,,,,,,1.0,,0.0,,3.0,,no
,,,,0.0,,93994.0,,,,,,3.0,,1.0,0.0,,,,,no
,333.0,1.0,999.0,,-1.8,92893.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,no
,,,,0.0,,,-36.1,,,,,,1.0,,,0.0,,,,no
,,,,,-0.1,,,5045.0,,2.0,,,,,,1.0,,,,no
29.0,91.0,1.0,,,1.4,,,,,,,0.0,,,0.0,1.0,,,,no
,,,999.0,0.0,,,-36.1,4962.0,,,,3.0,,,,0.0,,,,no
,,1.0,,0.0,-1.8,93075.0,-47.1,1423.0,5099.1,,2.0,,,,,,7.0,,,no
,294.0,,,,-0.1,,,4021.0,,,,3.0,1.0,0.0,0.0,0.0,,,,no
,,,999.0,0.0,-1.8,,,1354.0,,0.0,,,1.0,0.0,0.0,,0.0,0.0,,no
46.0,92.0,,,0.0,,,-42.7,,5228.1,,0.0,,,,0.0,,1.0,,0.0,no
