age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded
29.0,,,,0.0,1.4,94465.0,-41.8,,5228.1,,,,,2.0,2.0,1.0,,1.0,1.0
31.0,,3.0,,,-1.8,92893.0,-46.2,1299.0,,,0.0,6.0,,,0.0,0.0,6.0,,0.0
58.0,139.0,1.0,,0.0,-0.1,93.2,-42.0,,5195.8,4.0,,6.0,0.0,0.0,0.0,1.0,7.0,4.0,1.0
52.0,27.0,1.0,999.0,0.0,1.4,93.2,-39.5,1008.268,5228.1,9.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.0,,3.0,999.0,0.0,1.4,,,4.96,,,2.0,5.0,0.0,,0.0,1.0,,1.0,
35.0,185.0,,999.0,,-1.8,92893.0,,1281.0,5099.1,7.0,2.0,3.0,0.0,2.0,,,6.0,4.0,
55.0,541.0,5.0,999.0,0.0,1.4,83463.9,-47.1,3112.358,5228.1,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
,86.0,4.0,999.0,0.0,-1.8,92893.0,-46.2,1244.0,5099.1,9.0,,1.0,0.0,2.0,,0.0,6.0,1.0,1.0
,106.0,1.0,999.0,,-0.1,93.2,,,5195.8,9.0,1.0,5.0,0.0,0.0,0.0,,7.0,1.0,
45.0,14.0,5.0,999.0,2.0,1.4,93.2,-41.6,1774.816,5210.2,0.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0
29.0,,1.0,999.0,1.0,-1.8,92893.0,-46.2,1281.0,,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,
37.0,310.0,4.0,999.0,0.0,1.4,93994.0,-39.6,0.712,5228.1,9.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
41.0,473.0,1.0,999.0,0.0,1.4,93918.0,-42.7,,5228.1,,1.0,2.0,0.0,2.0,,0.0,3.0,2.0,1.0
31.0,,5.0,999.0,0.0,1.4,93918.0,-42.7,,5228.1,,2.0,2.0,0.0,0.0,0.0,,3.0,,1.0
49.0,14.0,3.0,999.0,0.0,1.4,93.2,-33.9,4966.0,5157.1,4.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0
,,,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,,,0.0,1.0,,0.0,1.0,,4.0,1.0
30.0,128.0,11.0,999.0,,,93918.0,,4961.0,,,,6.0,0.0,,0.0,1.0,3.0,3.0,1.0
42.0,14.0,3.0,999.0,0.0,1.4,93994.0,-45.6,2709.482,5228.1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0
33.0,566.0,1.0,999.0,0.0,-0.1,93994.0,-36.9,4854.666,5215.7,4.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0
,162.0,1.0,,,,92201.0,-31.4,0.883,5076.2,5.0,1.0,,0.0,2.0,0.0,0.0,1.0,3.0,
42.0,211.0,3.0,6.0,2.0,-1.7,,,0.898,4991.6,9.0,1.0,6.0,0.0,0.0,,0.0,1.0,0.0,2.0
,282.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4957.0,,0.0,2.0,3.0,0.0,0.0,0.0,,3.0,4.0,1.0
51.0,113.0,1.0,999.0,,-1.8,,-46.2,1281.0,5099.1,0.0,,2.0,0.0,2.0,,0.0,6.0,4.0,
28.0,140.0,1.0,,0.0,,93994.0,-36.4,4.86,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,,1.0
29.0,,,999.0,0.0,-1.8,,-46.2,1281.0,,,1.0,,0.0,,0.0,0.0,6.0,4.0,1.0
,,4.0,,1.0,-1.8,92893.0,,,,9.0,,,0.0,,0.0,0.0,6.0,1.0,
,,1.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,2.0,1.0,0.0,0.0,0.0,,,,
42.0,293.0,8.0,999.0,0.0,0.2,79245.4,-37.5,144.089,5228.1,9.0,1.0,6.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0
,359.0,5.0,,0.0,-1.7,94055.0,-39.8,0.748,4991.6,5.0,0.0,5.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0
,675.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1354.0,,3.0,1.0,,0.0,0.0,0.0,0.0,,,1.0
,,,999.0,0.0,1.1,93994.0,-36.4,4855.0,5191.0,,1.0,2.0,0.0,2.0,2.0,1.0,,2.0,
59.0,520.0,5.0,999.0,0.0,1.4,80009.5,-38.7,4549.627,5228.1,0.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
,144.0,2.0,999.0,,1.1,93994.0,-36.4,4858.0,5191.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0
52.0,445.0,1.0,999.0,0.0,,93444.0,-36.1,,5228.1,,1.0,,0.0,2.0,,,1.0,1.0,1.0
37.0,238.0,7.0,999.0,0.0,1.4,93994.0,-36.9,4966.0,5228.1,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
39.0,,,,0.0,,93994.0,-36.4,4856.0,5191.0,1.0,0.0,,1.0,0.0,,1.0,,,1.0
32.0,89.0,3.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0
34.0,753.0,5.0,999.0,0.0,1.4,93744.5,-41.2,3144.515,5182.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0
51.0,149.0,4.0,999.0,0.0,1.4,93056.1,-43.0,4966.0,5223.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0
57.0,194.0,6.0,999.0,0.0,1.2,93994.0,-36.0,4966.0,5228.1,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,1.0
26.0,294.0,2.0,,0.0,,93918.0,,4957.0,5228.1,7.0,2.0,,,2.0,0.0,0.0,,4.0,1.0
56.0,785.0,1.0,999.0,0.0,0.9,84291.7,-40.6,4234.533,5187.8,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0
51.0,14.0,1.0,999.0,0.0,1.4,89244.8,-47.1,812.697,5228.1,7.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0
49.0,217.0,,999.0,,-1.8,92893.0,-46.2,1299.0,5099.1,1.0,2.0,,,2.0,2.0,0.0,6.0,1.0,1.0
47.0,242.0,1.0,999.0,1.0,-1.8,92893.0,-46.2,1344.0,5099.1,4.0,,,0.0,0.0,0.0,0.0,6.0,3.0,
,296.0,3.0,999.0,0.0,,,-42.0,4021.0,,4.0,1.0,,0.0,0.0,2.0,,7.0,,1.0
,,,,0.0,1.4,,-41.8,,5228.1,,0.0,3.0,1.0,2.0,0.0,,4.0,2.0,
56.0,14.0,7.0,999.0,2.0,0.9,93.2,-47.1,4966.0,5228.1,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,3.0,1.0
,198.0,,999.0,1.0,-1.8,93075.0,-47.1,1365.0,5099.1,,,3.0,,0.0,0.0,0.0,0.0,,0.0
36.0,77.0,1.0,999.0,2.0,1.4,84601.4,-42.2,0.712,5212.6,1.0,1.0,6.0,1.0,2.0,0.0,0.0,6.0,1.0,1.0
84.0,,1.0,999.0,,,93876.0,-40.0,0.697,5008.7,,1.0,,,2.0,0.0,0.0,,4.0,0.0
41.0,69.0,10.0,999.0,0.0,0.1,86245.3,-44.0,4405.343,5219.1,6.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0
37.0,,3.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,1.0,1.0,2.0,0.0,,0.0,0.0,3.0,1.0,1.0
36.0,,4.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,,,0.0,0.0,,0.0,1.0,,,
,,1.0,999.0,0.0,,,-42.0,,5195.8,4.0,1.0,,,0.0,0.0,0.0,7.0,1.0,
41.0,69.0,5.0,999.0,0.0,1.1,93994.0,-40.8,0.712,5228.1,7.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
49.0,324.0,2.0,999.0,2.0,1.4,81939.6,-44.7,4966.0,5228.1,0.0,1.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0
34.0,245.0,3.0,,0.0,-1.1,94199.0,-37.5,,4963.6,,,6.0,,0.0,2.0,0.0,9.0,4.0,1.0
33.0,14.0,5.0,999.0,0.0,1.4,93.2,-43.6,3840.809,5111.1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0
35.0,20.0,,,0.0,,93994.0,-36.4,4855.0,5191.0,11.0,1.0,2.0,0.0,,2.0,1.0,6.0,,1.0
68.0,33.0,3.0,999.0,2.0,1.0,93994.0,-35.7,4298.005,5228.1,9.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0
43.0,220.0,10.0,999.0,0.0,1.4,83877.7,-37.4,4966.0,5218.3,0.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0,4.0,1.0
39.0,412.0,1.0,999.0,0.0,1.1,93994.0,-45.1,3651.223,5209.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
31.0,,,999.0,,-1.8,,,1483.0,,1.0,2.0,2.0,0.0,,,1.0,0.0,,1.0
54.0,55.0,1.0,999.0,0.0,1.4,87279.0,-41.1,4325.295,5184.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0
55.0,400.0,3.0,999.0,0.0,0.9,82822.0,-42.5,4966.0,5228.1,6.0,1.0,6.0,0.0,2.0,0.0,1.0,6.0,0.0,1.0
51.0,14.0,1.0,999.0,0.0,1.4,93994.0,-47.1,4483.874,5077.3,1.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
47.0,76.0,9.0,999.0,,-0.1,93.2,-42.0,4076.0,,1.0,1.0,2.0,1.0,2.0,0.0,,,,1.0
,,,999.0,,-0.1,,-42.0,,5195.8,0.0,,6.0,,,,0.0,7.0,0.0,
35.0,,1.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,9.0,,5.0,,,0.0,0.0,,4.0,1.0
27.0,,,999.0,0.0,,92893.0,,1266.0,,9.0,2.0,5.0,,2.0,,0.0,6.0,2.0,1.0
46.0,94.0,10.0,999.0,0.0,1.1,93994.0,-33.7,3528.458,5228.1,7.0,1.0,6.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0
,87.0,1.0,999.0,0.0,,93075.0,-47.1,1445.0,5099.1,9.0,,6.0,0.0,0.0,0.0,0.0,,4.0,1.0
51.0,77.0,10.0,999.0,0.0,1.4,93994.0,-41.1,0.712,5216.2,9.0,1.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0
44.0,14.0,4.0,999.0,0.0,1.4,93994.0,-41.7,1344.738,5162.9,1.0,1.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0
39.0,145.0,1.0,999.0,0.0,0.9,55104.6,-33.0,4966.0,5228.1,11.0,2.0,1.0,0.0,2.0,0.0,1.0,6.0,2.0,1.0
58.0,297.0,5.0,999.0,0.0,1.4,79472.7,-45.6,4966.0,5228.1,1.0,2.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0
33.0,80.0,3.0,,0.0,,,,,5228.1,9.0,1.0,5.0,,0.0,,0.0,1.0,2.0,1.0
47.0,127.0,3.0,999.0,0.0,1.4,,-36.1,,5228.1,9.0,1.0,5.0,1.0,,0.0,0.0,,0.0,1.0
38.0,81.0,,,,,92893.0,,1313.0,5099.1,1.0,2.0,3.0,0.0,2.0,0.0,,6.0,0.0,0.0
51.0,,1.0,,0.0,1.4,93918.0,,4962.0,5228.1,7.0,,3.0,,,,0.0,3.0,0.0,1.0
55.0,,3.0,999.0,0.0,1.4,93918.0,,4.96,,,1.0,,1.0,,0.0,0.0,3.0,1.0,1.0
,,2.0,,1.0,-3.4,92431.0,,0.735,5017.5,0.0,,,,,,0.0,8.0,,2.0
,116.0,1.0,999.0,0.0,,,-46.2,1291.0,5099.1,7.0,1.0,,1.0,,0.0,0.0,6.0,,
46.0,14.0,5.0,999.0,2.0,1.2,88738.4,-38.8,0.712,5228.1,11.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0
43.0,54.0,,,0.0,,,-42.7,4962.0,,0.0,2.0,3.0,,,2.0,0.0,3.0,,
27.0,14.0,5.0,999.0,0.0,1.0,93994.0,-33.1,4966.0,5228.1,6.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
40.0,351.0,3.0,999.0,0.0,1.4,34299.3,-36.5,3825.433,5226.7,6.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0
44.0,356.0,10.0,999.0,0.0,0.2,82629.8,-38.8,713.864,5224.1,9.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,1.0
40.0,26.0,,999.0,0.0,1.4,94465.0,-41.8,4959.0,,7.0,0.0,7.0,0.0,,2.0,,,,1.0
51.0,14.0,8.0,999.0,2.0,1.4,89579.1,-40.9,4350.476,5198.1,0.0,2.0,7.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0
49.0,,9.0,,,,,,4963.0,,6.0,,5.0,1.0,0.0,,0.0,1.0,3.0,1.0
54.0,326.0,2.0,,0.0,-0.1,93.2,,4021.0,5195.8,9.0,,3.0,1.0,,0.0,0.0,7.0,0.0,
30.0,292.0,8.0,999.0,,1.1,,-36.4,4859.0,5191.0,6.0,,,0.0,2.0,,1.0,6.0,0.0,1.0
49.0,135.0,2.0,999.0,0.0,1.1,,-36.4,4858.0,5191.0,4.0,,6.0,0.0,2.0,0.0,1.0,6.0,4.0,1.0
,278.0,3.0,999.0,0.0,-1.8,,,1435.0,5099.1,7.0,1.0,,,,0.0,0.0,0.0,2.0,1.0
36.0,1030.0,10.0,999.0,0.0,-2.5,93994.0,-47.0,4966.0,5228.1,1.0,1.0,2.0,1.0,2.0,0.0,1.0,6.0,3.0,1.0
27.0,14.0,5.0,999.0,0.0,1.4,90417.4,-34.9,4966.0,5178.6,1.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0
,94.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,10.0,1.0,3.0,,,2.0,,,0.0,1.0
56.0,187.0,,999.0,0.0,,94215.0,,0.87,,,0.0,0.0,,,0.0,0.0,3.0,,1.0
51.0,246.0,,999.0,0.0,1.4,,-41.8,4967.0,5228.1,7.0,1.0,3.0,,,,1.0,4.0,0.0,1.0
52.0,391.0,6.0,999.0,0.0,1.4,93.2,-39.9,4966.0,5228.1,7.0,1.0,3.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0
,288.0,1.0,,,,,,4021.0,,,1.0,7.0,,0.0,,0.0,7.0,0.0,0.0
26.0,878.0,2.0,,0.0,1.4,93918.0,-42.7,,5228.1,0.0,1.0,2.0,,0.0,,0.0,,3.0,1.0
31.0,237.0,3.0,999.0,0.0,,,-41.8,4866.0,5228.1,0.0,,,0.0,,0.0,,,,1.0
,,3.0,3.0,2.0,-3.4,92379.0,-29.8,0.773,,0.0,2.0,6.0,,,0.0,0.0,,,2.0
49.0,14.0,6.0,999.0,0.0,1.4,93.2,-39.7,3078.032,5227.1,6.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0
64.0,184.0,4.0,999.0,0.0,0.7,86428.3,-44.8,4966.0,5208.8,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
56.0,378.0,4.0,999.0,0.0,1.4,,-41.8,4959.0,5228.1,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0
51.0,300.0,2.0,,0.0,1.4,93444.0,,,,9.0,,5.0,,2.0,0.0,0.0,1.0,4.0,1.0
44.0,324.0,3.0,999.0,,,,-36.4,4864.0,5191.0,7.0,1.0,3.0,0.0,0.0,0.0,,,,1.0
27.0,48.0,1.0,999.0,0.0,-2.1,88838.9,-44.1,4545.175,5228.1,11.0,2.0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0
52.0,253.0,4.0,999.0,0.0,1.4,86595.2,-47.1,3626.944,5228.1,7.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
,173.0,1.0,,0.0,1.4,93444.0,-36.1,,5228.1,9.0,0.0,,0.0,2.0,0.0,,1.0,0.0,1.0
24.0,127.0,5.0,,0.0,,93918.0,,,,9.0,2.0,,0.0,2.0,,0.0,3.0,,1.0
,349.0,,,1.0,,,-46.2,1281.0,5099.1,1.0,,1.0,,0.0,0.0,0.0,,4.0,
52.0,287.0,5.0,999.0,2.0,1.4,93994.0,-37.2,3763.093,5228.1,11.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0
44.0,284.0,,999.0,0.0,-2.9,,,0.873,5076.2,10.0,1.0,3.0,,,0.0,0.0,,2.0,1.0
,356.0,1.0,999.0,,1.4,93444.0,,4964.0,5228.1,0.0,2.0,6.0,0.0,0.0,0.0,0.0,,2.0,1.0
27.0,324.0,2.0,999.0,0.0,1.4,89192.6,-44.5,4045.287,5203.9,4.0,1.0,6.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0
46.0,276.0,4.0,999.0,0.0,1.1,93994.0,,4859.0,,0.0,0.0,6.0,0.0,2.0,0.0,1.0,6.0,,
34.0,279.0,10.0,999.0,0.0,1.4,88511.2,-38.6,4966.0,5228.1,9.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
,376.0,,999.0,0.0,1.4,,,4959.0,5228.1,4.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0
54.0,139.0,4.0,999.0,0.0,1.4,86823.2,-35.8,0.712,5208.5,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
,177.0,1.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,2.0,7.0,1.0,,0.0,1.0,6.0,,
,748.0,6.0,,,-1.8,,-46.2,1291.0,5099.1,0.0,2.0,3.0,,0.0,0.0,1.0,6.0,,
53.0,14.0,7.0,999.0,0.0,1.4,89852.1,-39.9,4966.0,5228.1,1.0,1.0,1.0,1.0,2.0,1.0,0.0,6.0,3.0,1.0
43.0,,,999.0,0.0,1.1,,-36.4,4856.0,5191.0,,1.0,3.0,,0.0,,,6.0,4.0,1.0
31.0,179.0,7.0,999.0,1.0,-3.0,93.2,-46.8,4966.0,5228.1,7.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
68.0,14.0,5.0,999.0,0.0,1.4,93994.0,-47.1,4663.79,5158.3,0.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,1.0
52.0,55.0,10.0,999.0,0.0,1.4,87990.5,-45.3,0.712,5228.1,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
,,2.0,999.0,0.0,1.1,93994.0,,4857.0,5191.0,1.0,1.0,1.0,,0.0,2.0,1.0,6.0,3.0,1.0
,160.0,2.0,,0.0,-1.8,93075.0,,,5099.1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,
49.0,,2.0,,,1.4,93444.0,,4962.0,5228.1,7.0,1.0,2.0,0.0,2.0,0.0,,,,
40.0,14.0,5.0,999.0,0.0,1.4,93994.0,-47.1,3503.388,5089.2,1.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
44.0,14.0,7.0,999.0,0.0,1.1,93994.0,-36.9,3914.075,5217.2,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0
45.0,129.0,3.0,999.0,0.0,1.3,93994.0,-36.9,4910.516,5210.5,9.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
58.0,155.0,5.0,999.0,0.0,1.4,93.2,-47.1,4966.0,5228.1,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
45.0,636.0,2.0,999.0,0.0,1.4,,,4963.0,,,1.0,1.0,1.0,,,0.0,3.0,0.0,1.0
40.0,63.0,9.0,999.0,0.0,1.3,93994.0,-37.3,3650.507,5228.1,0.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,4.0,1.0
36.0,281.0,2.0,,0.0,-0.1,93.2,-42.0,4.12,5195.8,1.0,,1.0,0.0,0.0,2.0,,7.0,4.0,1.0
30.0,542.0,,,0.0,,93994.0,,4857.0,5191.0,0.0,,6.0,0.0,,,1.0,6.0,0.0,1.0
54.0,14.0,2.0,999.0,0.0,0.2,67514.1,-47.1,3181.92,5228.1,0.0,2.0,6.0,0.0,2.0,1.0,1.0,6.0,0.0,1.0
29.0,216.0,5.0,999.0,0.0,1.4,93994.0,-33.6,23.331,5228.1,4.0,2.0,6.0,0.0,2.0,0.0,1.0,6.0,3.0,1.0
52.0,373.0,4.0,999.0,0.0,1.4,89580.1,-45.6,4484.946,5228.1,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0
43.0,1317.0,,,0.0,1.4,,-42.7,4961.0,,7.0,,3.0,,,,0.0,3.0,3.0,1.0
30.0,167.0,1.0,,1.0,-0.1,,-42.0,4076.0,,0.0,1.0,3.0,0.0,2.0,,0.0,7.0,,0.0
31.0,,3.0,999.0,0.0,,93444.0,,,,9.0,2.0,,0.0,2.0,2.0,0.0,1.0,4.0,
34.0,363.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4.0,1.0,6.0,,0.0,0.0,,,,1.0
32.0,119.0,,,0.0,,93.2,-42.0,4153.0,5195.8,1.0,2.0,6.0,1.0,,2.0,0.0,,3.0,
33.0,,3.0,,0.0,-1.8,93876.0,-40.0,0.699,5008.7,,1.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0
55.0,687.0,,999.0,2.0,-1.7,94215.0,-40.3,0.79,,,,6.0,,,0.0,0.0,,,
32.0,274.0,10.0,999.0,0.0,1.4,93994.0,-37.5,4966.0,5200.5,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0
54.0,102.0,7.0,999.0,0.0,0.2,83675.4,-47.1,4514.569,5228.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0
26.0,113.0,1.0,999.0,0.0,1.4,93918.0,-42.7,,5228.1,2.0,1.0,,0.0,2.0,,0.0,3.0,3.0,1.0
35.0,77.0,5.0,999.0,0.0,1.4,93005.8,-39.8,3732.042,5228.1,7.0,1.0,6.0,0.0,2.0,0.0,0.0,7.0,4.0,1.0
35.0,193.0,1.0,,0.0,1.4,,-36.1,,,0.0,1.0,6.0,,,0.0,0.0,1.0,,1.0
31.0,73.0,9.0,999.0,0.0,-1.9,93994.0,-41.5,979.286,5061.1,11.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
,632.0,,,0.0,1.4,93918.0,-42.7,4962.0,,5.0,1.0,,1.0,,2.0,0.0,3.0,3.0,
39.0,,1.0,,0.0,1.4,93444.0,-36.1,4963.0,5228.1,9.0,1.0,6.0,,0.0,0.0,0.0,,0.0,
56.0,25.0,5.0,999.0,0.0,1.4,46713.7,-37.0,4966.0,5228.1,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
27.0,83.0,3.0,999.0,0.0,1.4,86873.4,-39.1,724.836,5228.1,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
31.0,,3.0,,0.0,1.1,,,4857.0,,9.0,2.0,,0.0,2.0,,,6.0,,
44.0,468.0,1.0,,,,93075.0,-47.1,,5099.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,1.0
43.0,14.0,5.0,999.0,0.0,0.1,86572.1,-42.1,4463.318,5228.1,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
59.0,14.0,9.0,999.0,0.0,0.4,93994.0,-37.2,4966.0,5214.9,11.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
,92.0,3.0,999.0,0.0,,,-36.4,4.86,,4.0,1.0,1.0,0.0,,2.0,1.0,,,1.0
,407.0,1.0,999.0,0.0,1.4,93918.0,,4959.0,5228.1,1.0,,,,,0.0,1.0,,,1.0
,262.0,2.0,999.0,,-1.8,92893.0,,1313.0,5099.1,1.0,,5.0,,,0.0,0.0,6.0,,1.0
52.0,32.0,8.0,999.0,0.0,1.2,84718.6,-38.2,3374.409,5228.1,9.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0
58.0,,1.0,999.0,0.0,,94465.0,-41.8,4947.0,5228.1,,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,
20.0,278.0,,6.0,1.0,-1.8,93749.0,-34.6,0.644,5008.7,8.0,2.0,0.0,0.0,2.0,,0.0,0.0,3.0,
34.0,,,999.0,0.0,1.4,,,4866.0,5228.1,1.0,1.0,2.0,0.0,,0.0,1.0,,2.0,1.0
56.0,138.0,,999.0,0.0,,,-42.7,,,9.0,,0.0,1.0,2.0,2.0,0.0,3.0,,1.0
,,3.0,,,,93.2,-42.0,4076.0,5195.8,4.0,2.0,,0.0,2.0,0.0,0.0,7.0,2.0,0.0
34.0,143.0,5.0,999.0,0.0,0.1,93994.0,-35.4,4868.855,5206.8,1.0,1.0,6.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0
43.0,107.0,,999.0,0.0,,93918.0,-42.7,4.96,5228.1,1.0,1.0,,0.0,,0.0,0.0,3.0,1.0,1.0
39.0,139.0,1.0,999.0,,,,-42.7,4.96,5228.1,,,2.0,1.0,1.0,,,,1.0,1.0
52.0,280.0,1.0,,0.0,1.1,,,4857.0,,4.0,1.0,5.0,0.0,2.0,2.0,1.0,6.0,,1.0
34.0,467.0,1.0,999.0,,1.4,93918.0,-42.7,4963.0,5228.1,8.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,,1.0
52.0,101.0,2.0,999.0,0.0,1.4,93994.0,-33.0,3715.985,5228.1,7.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
41.0,,2.0,,0.0,-0.1,93.2,-42.0,4.12,5195.8,1.0,,,0.0,2.0,,0.0,7.0,,1.0
33.0,185.0,10.0,999.0,0.0,1.4,93994.0,-37.7,3394.488,5228.1,1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0
43.0,329.0,3.0,999.0,0.0,-1.3,82998.4,-44.0,4966.0,5228.1,9.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0
,89.0,16.0,,0.0,1.4,93444.0,,,,9.0,,5.0,,1.0,1.0,0.0,1.0,,1.0
45.0,,5.0,999.0,0.0,,94465.0,,,5228.1,0.0,,3.0,0.0,0.0,0.0,,,0.0,1.0
34.0,137.0,7.0,,1.0,,92893.0,-46.2,1.25,5099.1,1.0,2.0,,,0.0,0.0,,6.0,0.0,
50.0,209.0,3.0,,,1.4,94465.0,-41.8,,5228.1,1.0,1.0,,1.0,0.0,0.0,,4.0,,
40.0,239.0,,999.0,1.0,,92893.0,-46.2,,5099.1,7.0,,3.0,,0.0,0.0,0.0,6.0,0.0,0.0
38.0,335.0,10.0,999.0,0.0,1.4,79706.9,-37.9,4850.273,5208.8,0.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0
50.0,243.0,2.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,3.0,1.0,,0.0,0.0,0.0,1.0,,3.0,1.0
